bdc_name,bdc_cik,company_name,business_description,investment_type,principal,cost,fair_value,industry_sector
Ares Capital Corporation,1287750,Mai Capital Management Intermediate LLC,Provider of comprehensive wealth management services and registered investment advisor,First lien senior secured loan,9800000.0,9800000.0,9700000.0,Financial Services
Ares Capital Corporation,1287750,Mai Capital Management Intermediate LLC,Provider of comprehensive wealth management services and registered investment advisor,,,10100000.0,9900000.0,Financial Services
Ares Capital Corporation,1287750,Monica Holdco (US) Inc.,Investment technology and advisory firm,First lien senior secured loan,2500000.0,2500000.0,2500000.0,Software/Technology
Ares Capital Corporation,1287750,Monica Holdco (US) Inc.,Investment technology and advisory firm,First lien senior secured loan,2700000.0,2700000.0,2700000.0,Software/Technology
Ares Capital Corporation,1287750,Monica Holdco (US) Inc.,Investment technology and advisory firm,,,5200000.0,5200000.0,Software/Technology
Ares Capital Corporation,1287750,"Pathstone Family Office LLC and Kelso XI Tailwind Co-Investment, L.P. (15)",Provider of comprehensive wealth management services and registered investment advisor,First lien senior secured loan,4900000.0,4900000.0,4900000.0,Financial Services
Ares Capital Corporation,1287750,"Pathstone Family Office LLC and Kelso XI Tailwind Co-Investment, L.P. (15)",Provider of comprehensive wealth management services and registered investment advisor,First lien senior secured loan,8000000.0,8000000.0,8000000.0,Financial Services
Ares Capital Corporation,1287750,"Pathstone Family Office LLC and Kelso XI Tailwind Co-Investment, L.P. (15)",Provider of comprehensive wealth management services and registered investment advisor,First lien senior secured loan,300000.0,300000.0,300000.0,Financial Services
Ares Capital Corporation,1287750,"Pathstone Family Office LLC and Kelso XI Tailwind Co-Investment, L.P. (15)",Provider of comprehensive wealth management services and registered investment advisor,First lien senior secured loan,15000000.0,15000000.0,15000000.0,Financial Services
Ares Capital Corporation,1287750,"Pathstone Family Office LLC and Kelso XI Tailwind Co-Investment, L.P. (15)",Provider of comprehensive wealth management services and registered investment advisor,Limited partnership interests,,2000000.0,2500000.0,Financial Services
Ares Capital Corporation,1287750,"Pathstone Family Office LLC and Kelso XI Tailwind Co-Investment, L.P. (15)",Provider of comprehensive wealth management services and registered investment advisor,,,30200000.0,30700000.0,Financial Services
Ares Capital Corporation,1287750,"PCIA SPV-3, LLC and ASE Royal Aggregator, LLC",Provider of comprehensive wealth management services,First lien senior secured loan,6900000.0,6900000.0,6900000.0,Financial Services
Ares Capital Corporation,1287750,"PCIA SPV-3, LLC and ASE Royal Aggregator, LLC",Provider of comprehensive wealth management services,Preferred units,,6500000.0,7500000.0,Financial Services
Ares Capital Corporation,1287750,"PCIA SPV-3, LLC and ASE Royal Aggregator, LLC",Provider of comprehensive wealth management services,,,13400000.0,14400000.0,Financial Services
Ares Capital Corporation,1287750,"PCS MidCo, Inc. and PCS Parent, L.P.",Provider of 401K recordkeeping software solutions,First lien senior secured revolving loan,800000.0,800000.0,800000.0,Software/Technology
Ares Capital Corporation,1287750,"PCS MidCo, Inc. and PCS Parent, L.P.",Provider of 401K recordkeeping software solutions,First lien senior secured loan,8500000.0,8500000.0,8500000.0,Software/Technology
Ares Capital Corporation,1287750,"PCS MidCo, Inc. and PCS Parent, L.P.",Provider of 401K recordkeeping software solutions,Class A units,,800000.0,800000.0,Software/Technology
Ares Capital Corporation,1287750,"PCS MidCo, Inc. and PCS Parent, L.P.",Provider of 401K recordkeeping software solutions,,,10100000.0,10100000.0,Software/Technology
Ares Capital Corporation,1287750,"Perigon Wealth Management, LLC, Perigon Wealth Advisors Holdings Company, LLC and CWC Fund I Co-Invest (Prism) LP",Wealth management and financial planning firm,First lien senior secured loan,2300000.0,2300000.0,2300000.0,Financial Services
Ares Capital Corporation,1287750,"Perigon Wealth Management, LLC, Perigon Wealth Advisors Holdings Company, LLC and CWC Fund I Co-Invest (Prism) LP",Wealth management and financial planning firm,Limited partnership interest,,2400000.0,2500000.0,Financial Services
Ares Capital Corporation,1287750,"Perigon Wealth Management, LLC, Perigon Wealth Advisors Holdings Company, LLC and CWC Fund I Co-Invest (Prism) LP",Wealth management and financial planning firm,,,4700000.0,4800000.0,Financial Services
Ares Capital Corporation,1287750,"Petrus Buyer, Inc.",Provider of REIT research data and analytics,First lien senior secured loan,5900000.0,5900000.0,5900000.0,Business Services
Ares Capital Corporation,1287750,"Priority Technology Holdings, Inc.",Provider of merchant acquiring and payment processing solutions,Warrant to purchase shares of common stock,,4000000.0,6200000.0,Financial Services
Ares Capital Corporation,1287750,RFS Opco LLC,Provider of wealth management services,First lien senior secured loan,29500000.0,29500000.0,29500000.0,Financial Services
Ares Capital Corporation,1287750,"Rialto Management Group, LLC",Investment and asset management platform focused on real estate,First lien senior secured loan,24800000.0,24800000.0,24500000.0,Software/Technology
Ares Capital Corporation,1287750,"Rialto Management Group, LLC",Investment and asset management platform focused on real estate,,,24800000.0,24500000.0,Software/Technology
Ares Capital Corporation,1287750,"RWA Wealth Partners, LLC",Provider of comprehensive wealth management services,First lien senior secured loan,8100000.0,8100000.0,8100000.0,Financial Services
Ares Capital Corporation,1287750,"Steward Partners Global Advisory, LLC and Steward Partners Investment Advisory, LLC",Wealth management platform,First lien senior secured loan,2700000.0,2600000.0,2700000.0,Software/Technology
Ares Capital Corporation,1287750,"Steward Partners Global Advisory, LLC and Steward Partners Investment Advisory, LLC",Wealth management platform,First lien senior secured loan,200000.0,200000.0,200000.0,Software/Technology
Ares Capital Corporation,1287750,"Steward Partners Global Advisory, LLC and Steward Partners Investment Advisory, LLC",Wealth management platform,,,2800000.0,2900000.0,Software/Technology
Ares Capital Corporation,1287750,"The Edelman Financial Center, LLC","Provider of investment, financial and retirement planning services",Second lien senior secured loan,100000.0,100000.0,100000.0,Financial Services
Ares Capital Corporation,1287750,"The Mather Group, LLC, TVG-TMG Topco, Inc., and TVG-TMG Holdings, LLC",Provider of comprehensive wealth management services,First lien senior secured revolving loan,200000.0,200000.0,200000.0,Financial Services
Ares Capital Corporation,1287750,"The Mather Group, LLC, TVG-TMG Topco, Inc., and TVG-TMG Holdings, LLC",Provider of comprehensive wealth management services,First lien senior secured loan,3900000.0,3900000.0,3900000.0,Financial Services
Ares Capital Corporation,1287750,"The Mather Group, LLC, TVG-TMG Topco, Inc., and TVG-TMG Holdings, LLC",Provider of comprehensive wealth management services,Senior subordinated loan,3800000.0,3800000.0,3700000.0,Financial Services
Ares Capital Corporation,1287750,"The Mather Group, LLC, TVG-TMG Topco, Inc., and TVG-TMG Holdings, LLC",Provider of comprehensive wealth management services,Series A preferred units,,7200000.0,4000000.0,Financial Services
Ares Capital Corporation,1287750,"The Mather Group, LLC, TVG-TMG Topco, Inc., and TVG-TMG Holdings, LLC",Provider of comprehensive wealth management services,,,15100000.0,11800000.0,Financial Services
Ares Capital Corporation,1287750,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP",Provider of asset-servicing capabilities for fund managers,First lien senior secured loan,20700000.0,20700000.0,20700000.0,Other
Ares Capital Corporation,1287750,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP",Provider of asset-servicing capabilities for fund managers,Class A preferred units,,2300000.0,2300000.0,Other
Ares Capital Corporation,1287750,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP",Provider of asset-servicing capabilities for fund managers,Class A common units,,200000.0,3800000.0,Other
Ares Capital Corporation,1287750,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP",Provider of asset-servicing capabilities for fund managers,,,23200000.0,26800000.0,Other
Ares Capital Corporation,1287750,"TPG IX Cardiff CI II, L.P.",Provider of comprehensive wealth management services,Limited partnership interest,,5800000.0,5700000.0,Financial Services
Ares Capital Corporation,1287750,"Waverly Advisors, LLC and WAAM Topco, LLC",Wealth management and financial planning firm,First lien senior secured loan,700000.0,700000.0,700000.0,Financial Services
Ares Capital Corporation,1287750,"Waverly Advisors, LLC and WAAM Topco, LLC",Wealth management and financial planning firm,First lien senior secured loan,4300000.0,4300000.0,4300000.0,Financial Services
Ares Capital Corporation,1287750,"Waverly Advisors, LLC and WAAM Topco, LLC",Wealth management and financial planning firm,Class A units,,1700000.0,3000000.0,Financial Services
Ares Capital Corporation,1287750,"Waverly Advisors, LLC and WAAM Topco, LLC",Wealth management and financial planning firm,,,6700000.0,8000000.0,Financial Services
Ares Capital Corporation,1287750,"Wealth Enhancement Group, LLC",Wealth management and financial planning firm,First lien senior secured loan,500000.0,500000.0,500000.0,Financial Services
Ares Capital Corporation,1287750,"Wealth Enhancement Group, LLC",Wealth management and financial planning firm,First lien senior secured loan,1900000.0,1900000.0,1900000.0,Financial Services
Ares Capital Corporation,1287750,"Wealth Enhancement Group, LLC",Wealth management and financial planning firm,First lien senior secured loan,100000.0,100000.0,100000.0,Financial Services
Ares Capital Corporation,1287750,"Wealth Enhancement Group, LLC",Wealth management and financial planning firm,First lien senior secured loan,900000.0,900000.0,900000.0,Financial Services
Ares Capital Corporation,1287750,"Wealth Enhancement Group, LLC",Wealth management and financial planning firm,First lien senior secured loan,12000000.0,12000000.0,12000000.0,Financial Services
Ares Capital Corporation,1287750,"Wealth Enhancement Group, LLC",Wealth management and financial planning firm,,,15400000.0,15400000.0,Financial Services
Ares Capital Corporation,1287750,Wellington-Altus Financial Inc. (15),Wealth management and advisory firm,First lien senior secured loan,800000.0,800000.0,800000.0,Financial Services
Ares Capital Corporation,1287750,Wellington-Altus Financial Inc. (15),Wealth management and advisory firm,Common stock,,1600000.0,1600000.0,Financial Services
Ares Capital Corporation,1287750,Wellington-Altus Financial Inc. (15),Wealth management and advisory firm,,,2400000.0,2400000.0,Financial Services
Ares Capital Corporation,1287750,Wellington-Altus Financial Inc. (15),Wealth management and advisory firm,,,2400200000.0,2644800000.0,Financial Services
Ares Capital Corporation,1287750,Accommodations Plus Technologies LLC and Accommodations Plus Technologies Holdings LLC,Provider of outsourced crew accommodations and logistics management solutions to the airline industry,Class A common units,,4300000.0,44300000.0,Transportation & Logistics
Ares Capital Corporation,1287750,Aero Operating LLC,Provider of snow removal and melting service for airports and marine terminals,First lien senior secured loan,36200000.0,36200000.0,30800000.0,Other
Ares Capital Corporation,1287750,Aero Operating LLC,Provider of snow removal and melting service for airports and marine terminals,First lien senior secured loan,1100000.0,1100000.0,1000000.0,Other
Ares Capital Corporation,1287750,Aero Operating LLC,Provider of snow removal and melting service for airports and marine terminals,,,37300000.0,31800000.0,Other
Ares Capital Corporation,1287750,"AI Fire Buyer, Inc. and AI Fire Parent LLC",Provider of fire safety and life safety services,First lien senior secured revolving loan,1100000.0,1100000.0,1100000.0,Other
Ares Capital Corporation,1287750,"AI Fire Buyer, Inc. and AI Fire Parent LLC",Provider of fire safety and life safety services,First lien senior secured loan,3900000.0,3900000.0,3900000.0,Other
Ares Capital Corporation,1287750,"AI Fire Buyer, Inc. and AI Fire Parent LLC",Provider of fire safety and life safety services,First lien senior secured loan,100000.0,100000.0,100000.0,Other
Ares Capital Corporation,1287750,"AI Fire Buyer, Inc. and AI Fire Parent LLC",Provider of fire safety and life safety services,First lien senior secured loan,6200000.0,6200000.0,6200000.0,Other
Ares Capital Corporation,1287750,Aldinger Company Inc,Provider of outsourced calibration and repair services,First lien senior secured loan,32000000.0,32000000.0,31700000.0,Other
Ares Capital Corporation,1287750,"AMCP Clean Acquisition Company, LLC",Provider of commercial laundry services,First lien senior secured loan,10300000.0,10200000.0,10300000.0,Other
Ares Capital Corporation,1287750,"AMCP Clean Acquisition Company, LLC",Provider of commercial laundry services,First lien senior secured loan,400000.0,300000.0,300000.0,Other
Ares Capital Corporation,1287750,"AMCP Clean Acquisition Company, LLC",Provider of commercial laundry services,,,10500000.0,10600000.0,Other
Ares Capital Corporation,1287750,"Applied Technical Services, LLC","Provider engineering, testing, and inspection services to various industrial, commercial and consumer customers",First lien senior secured revolving loan,6600000.0,6500000.0,6500000.0,Industrial/Manufacturing
Ares Capital Corporation,1287750,"Applied Technical Services, LLC","Provider engineering, testing, and inspection services to various industrial, commercial and consumer customers",First lien senior secured loan,1000000.0,1000000.0,1000000.0,Industrial/Manufacturing
Ares Capital Corporation,1287750,"Applied Technical Services, LLC","Provider engineering, testing, and inspection services to various industrial, commercial and consumer customers",First lien senior secured loan,2800000.0,2700000.0,2700000.0,Industrial/Manufacturing
Ares Capital Corporation,1287750,"Applied Technical Services, LLC","Provider engineering, testing, and inspection services to various industrial, commercial and consumer customers",First lien senior secured loan,2600000.0,2500000.0,2500000.0,Industrial/Manufacturing
Ares Capital Corporation,1287750,"Applied Technical Services, LLC","Provider engineering, testing, and inspection services to various industrial, commercial and consumer customers",,,12700000.0,12700000.0,Industrial/Manufacturing
Ares Capital Corporation,1287750,"Argenbright Holdings V, LLC, Amberstone Security Group Limited, Unifi Aviation North America LLC and Unifi Aviation Canada, Inc.","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan,53200000.0,53200000.0,53200000.0,Transportation & Logistics
Ares Capital Corporation,1287750,"Argenbright Holdings V, LLC, Amberstone Security Group Limited, Unifi Aviation North America LLC and Unifi Aviation Canada, Inc.","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",Senior subordinated loan,700000.0,700000.0,700000.0,Transportation & Logistics
Ares Capital Corporation,1287750,"Argenbright Holdings V, LLC, Amberstone Security Group Limited, Unifi Aviation North America LLC and Unifi Aviation Canada, Inc.","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",Senior subordinated loan,1400000.0,1400000.0,1400000.0,Transportation & Logistics
Ares Capital Corporation,1287750,"Argenbright Holdings V, LLC, Amberstone Security Group Limited, Unifi Aviation North America LLC and Unifi Aviation Canada, Inc.","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",Senior subordinated loan,6800000.0,6700000.0,6800000.0,Transportation & Logistics
Ares Capital Corporation,1287750,"Argenbright Holdings V, LLC, Amberstone Security Group Limited, Unifi Aviation North America LLC and Unifi Aviation Canada, Inc.","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",,,62000000.0,62100000.0,Transportation & Logistics
Ares Capital Corporation,1287750,"ATI Restoration, LLC",Provider of disaster recovery services,First lien senior secured revolving loan,8700000.0,8700000.0,8500000.0,Other
Ares Capital Corporation,1287750,"ATI Restoration, LLC",Provider of disaster recovery services,First lien senior secured loan,32299999.999999996,32299999.999999996,31700000.0,Other
Ares Capital Corporation,1287750,"ATI Restoration, LLC",Provider of disaster recovery services,First lien senior secured loan,47900000.0,47900000.0,46900000.0,Other
Ares Capital Corporation,1287750,"ATI Restoration, LLC",Provider of disaster recovery services,First lien senior secured loan,10400000.0,10400000.0,10200000.0,Other
Ares Capital Corporation,1287750,"ATI Restoration, LLC",Provider of disaster recovery services,,,99300000.0,97300000.0,Other
Ares Capital Corporation,1287750,"Capstone Acquisition Holdings, Inc., Capstone Logistics Holdings, Inc. and Capstone Parent Holdings, LP",Outsourced supply chain solutions provider to operators of distribution centers,First lien senior secured loan,6600000.0,6600000.0,6600000.0,Retail
Ares Capital Corporation,1287750,"Capstone Acquisition Holdings, Inc., Capstone Logistics Holdings, Inc. and Capstone Parent Holdings, LP",Outsourced supply chain solutions provider to operators of distribution centers,Second lien senior secured loan,87500000.0,87500000.0,87500000.0,Retail
Ares Capital Corporation,1287750,"Capstone Acquisition Holdings, Inc., Capstone Logistics Holdings, Inc. and Capstone Parent Holdings, LP",Outsourced supply chain solutions provider to operators of distribution centers,Class A units,,7300000.0,16000000.0,Retail
Ares Capital Corporation,1287750,"Compex Legal Services, Inc.",Provider of outsourced litigated and non-litigated medical records retrieval services,First lien senior secured revolving loan,1800000.0,1800000.0,1800000.0,Healthcare Services
Ares Capital Corporation,1287750,"Compex Legal Services, Inc.",Provider of outsourced litigated and non-litigated medical records retrieval services,First lien senior secured loan,1900000.0,1900000.0,1900000.0,Healthcare Services
Ares Capital Corporation,1287750,"Compex Legal Services, Inc.",Provider of outsourced litigated and non-litigated medical records retrieval services,,,3700000.0,3700000.0,Healthcare Services
Ares Capital Corporation,1287750,"Dorado Bidco, Inc.",Provider of consumer and market insights for the food and beverage industry,First lien senior secured loan,6800000.0,6800000.0,6700000.0,Food & Beverage
Ares Capital Corporation,1287750,"DP Flores Holdings, LLC",Benefits administrator of tax-advantaged reimbursement plans,First lien senior secured loan,27300000.0,27300000.0,26700000.0,Other
Ares Capital Corporation,1287750,Drogon Bidco Inc. & Drogon Aggregator LP,Provider of fire safety and life safety services,First lien senior secured loan,19800000.0,19800000.0,19700000.0,Other
Ares Capital Corporation,1287750,Drogon Bidco Inc. & Drogon Aggregator LP,Provider of fire safety and life safety services,Class A-2 common units,,1900000.0,2800000.0,Other
Ares Capital Corporation,1287750,Drogon Bidco Inc. & Drogon Aggregator LP,Provider of fire safety and life safety services,,,21700000.0,22500000.0,Other
Ares Capital Corporation,1287750,"DTI Holdco, Inc. and OPE DTI Holdings, Inc.",Provider of legal process outsourcing and managed services,Class A common stock,,7500000.0,16100000.000000002,Business Services
Ares Capital Corporation,1287750,"DTI Holdco, Inc. and OPE DTI Holdings, Inc.",Provider of legal process outsourcing and managed services,,,7500000.0,16100000.000000002,Business Services
Ares Capital Corporation,1287750,Duraserv LLC,Provider of commercial loading dock maintenance and remodeling services,First lien senior secured loan,25300000.0,25300000.0,25300000.0,Other
Ares Capital Corporation,1287750,"Elevation Services Parent Holdings, LLC",Elevator service platform,First lien senior secured revolving loan,2200000.0,2200000.0,2100000.0,Software/Technology
Ares Capital Corporation,1287750,"Elevation Services Parent Holdings, LLC",Elevator service platform,First lien senior secured loan,10000000.0,10000000.0,9600000.0,Software/Technology
Ares Capital Corporation,1287750,"Elevation Services Parent Holdings, LLC",Elevator service platform,First lien senior secured loan,14000000.0,14000000.0,13400000.0,Software/Technology
Ares Capital Corporation,1287750,"Elevation Services Parent Holdings, LLC",Elevator service platform,,,26200000.0,25100000.0,Software/Technology
Ares Capital Corporation,1287750,"FlyWheel Acquireco, Inc.","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured revolving loan,5500000.0,5500000.0,5500000.0,Business Services
Ares Capital Corporation,1287750,"FlyWheel Acquireco, Inc.","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured loan,52000000.0,52000000.0,52000000.0,Business Services
Ares Capital Corporation,1287750,"FlyWheel Acquireco, Inc.","Professional employer organization offering human resources, compliance and risk management services",,,57500000.0,57500000.0,Business Services
Ares Capital Corporation,1287750,"HH-Stella, Inc. and Bedrock Parent Holdings, LP",Provider of municipal solid waste transfer management services,First lien senior secured revolving loan,1300000.0,1300000.0,1300000.0,Other
Ares Capital Corporation,1287750,"HH-Stella, Inc. and Bedrock Parent Holdings, LP",Provider of municipal solid waste transfer management services,First lien senior secured loan,8800000.0,8800000.0,8800000.0,Other
Ares Capital Corporation,1287750,"HH-Stella, Inc. and Bedrock Parent Holdings, LP",Provider of municipal solid waste transfer management services,First lien senior secured loan,21800000.0,21800000.0,21800000.0,Other
Ares Capital Corporation,1287750,"HH-Stella, Inc. and Bedrock Parent Holdings, LP",Provider of municipal solid waste transfer management services,First lien senior secured loan,4400000.0,4400000.0,4400000.0,Other
Ares Capital Corporation,1287750,"HH-Stella, Inc. and Bedrock Parent Holdings, LP",Provider of municipal solid waste transfer management services,Class A units,,3300000.0,3300000.0,Other
Ares Capital Corporation,1287750,"HH-Stella, Inc. and Bedrock Parent Holdings, LP",Provider of municipal solid waste transfer management services,,,39600000.0,39600000.0,Other
Ares Capital Corporation,1287750,"HP RSS Buyer, Inc.","Provider of road striping, and road safety related services",First lien senior secured loan,17000000.0,17000000.0,17000000.0,Other
Ares Capital Corporation,1287750,"HP RSS Buyer, Inc.","Provider of road striping, and road safety related services",First lien senior secured loan,1800000.0,1800000.0,1800000.0,Other
Ares Capital Corporation,1287750,"IRI Group Holdings, Inc., Circana, LLC and IRI-NPD Co-Invest Aggregator, L.P.",Market research company focused on the consumer packaged goods industry,First lien senior secured revolving loan,2900000.0,2900000.0,2900000.0,Business Services
Ares Capital Corporation,1287750,"IRI Group Holdings, Inc., Circana, LLC and IRI-NPD Co-Invest Aggregator, L.P.",Market research company focused on the consumer packaged goods industry,First lien senior secured loan,150700000.0,150700000.0,150700000.0,Business Services
Ares Capital Corporation,1287750,"IRI Group Holdings, Inc., Circana, LLC and IRI-NPD Co-Invest Aggregator, L.P.",Market research company focused on the consumer packaged goods industry,,,153600000.0,153600000.0,Business Services
Ares Capital Corporation,1287750,"ISQ Hawkeye Holdco, Inc. and ISQ Hawkeye Holdings, L.P.",Provider of commercial and industrial waste processing and disposal services,First lien senior secured revolving loan,700000.0,700000.0,700000.0,Industrial/Manufacturing
Ares Capital Corporation,1287750,"ISQ Hawkeye Holdco, Inc. and ISQ Hawkeye Holdings, L.P.",Provider of commercial and industrial waste processing and disposal services,First lien senior secured loan,4900000.0,4900000.0,4900000.0,Industrial/Manufacturing
Ares Capital Corporation,1287750,"ISQ Hawkeye Holdco, Inc. and ISQ Hawkeye Holdings, L.P.",Provider of commercial and industrial waste processing and disposal services,First lien senior secured loan,3900000.0,3900000.0,3900000.0,Industrial/Manufacturing
Ares Capital Corporation,1287750,"ISQ Hawkeye Holdco, Inc. and ISQ Hawkeye Holdings, L.P.",Provider of commercial and industrial waste processing and disposal services,Class A units,,12500000.0,19800000.0,Industrial/Manufacturing
Ares Capital Corporation,1287750,"ISQ Hawkeye Holdco, Inc. and ISQ Hawkeye Holdings, L.P.",Provider of commercial and industrial waste processing and disposal services,,,22000000.0,29300000.0,Industrial/Manufacturing
Ares Capital Corporation,1287750,"Kellermeyer Bergensons Services, LLC and KBS TopCo, LLC",Provider of janitorial and facilities management services,First lien senior secured loan,41900000.0,41900000.0,41900000.0,Real Estate
Ares Capital Corporation,1287750,"Kellermeyer Bergensons Services, LLC and KBS TopCo, LLC",Provider of janitorial and facilities management services,First lien senior secured loan,13800000.0,13000000.0,13800000.0,Real Estate
Ares Capital Corporation,1287750,"Kellermeyer Bergensons Services, LLC and KBS TopCo, LLC",Provider of janitorial and facilities management services,Preferred units,,7700000.0,1400000.0,Real Estate
Ares Capital Corporation,1287750,"Kellermeyer Bergensons Services, LLC and KBS TopCo, LLC",Provider of janitorial and facilities management services,,,62600000.0,57100000.0,Real Estate
Ares Capital Corporation,1287750,"Kings Buyer, LLC",Provider of comprehensive outsourced waste management consolidation services,First lien senior secured revolving loan,400000.0,400000.0,400000.0,Other
Ares Capital Corporation,1287750,"Kings Buyer, LLC",Provider of comprehensive outsourced waste management consolidation services,First lien senior secured loan,16300000.0,16300000.0,16300000.0,Other
Ares Capital Corporation,1287750,"Kings Buyer, LLC",Provider of comprehensive outsourced waste management consolidation services,,,16700000.0,16700000.0,Other
Ares Capital Corporation,1287750,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,First lien senior secured loan,5200000.0,5200000.0,5100000.0,Other
Ares Capital Corporation,1287750,Laboratories Bidco LLC and Laboratories Topco LLC,Lab testing services for nicotine containing products,First lien senior secured revolving loan,600000.0,600000.0,500000.0,Other
Ares Capital Corporation,1287750,Laboratories Bidco LLC and Laboratories Topco LLC,Lab testing services for nicotine containing products,First lien senior secured revolving loan,9500000.0,9500000.0,7600000.0,Other
Ares Capital Corporation,1287750,Laboratories Bidco LLC and Laboratories Topco LLC,Lab testing services for nicotine containing products,First lien senior secured loan,22600000.0,24500000.0,18100000.0,Other
Ares Capital Corporation,1287750,Laboratories Bidco LLC and Laboratories Topco LLC,Lab testing services for nicotine containing products,First lien senior secured loan,17000000.0,17000000.0,13600000.0,Other
Ares Capital Corporation,1287750,Laboratories Bidco LLC and Laboratories Topco LLC,Lab testing services for nicotine containing products,First lien senior secured loan,100000.0,100000.0,100000.0,Other
Ares Capital Corporation,1287750,Laboratories Bidco LLC and Laboratories Topco LLC,Lab testing services for nicotine containing products,First lien senior secured loan,4500000.0,4500000.0,3600000.0,Other
Ares Capital Corporation,1287750,Laboratories Bidco LLC and Laboratories Topco LLC,Lab testing services for nicotine containing products,Class A units,,4600000.0,,Other
Ares Capital Corporation,1287750,Laboratories Bidco LLC and Laboratories Topco LLC,Lab testing services for nicotine containing products,,,60800000.0,43500000.0,Other
Ares Capital Corporation,1287750,LBC Woodlands Purchaser LLC and LBC Woodlands Holdings LP,Provider of human resources and workforce management solutions,First lien senior secured loan,19100000.0,19100000.0,18800000.0,Business Services
Ares Capital Corporation,1287750,LBC Woodlands Purchaser LLC and LBC Woodlands Holdings LP,Provider of human resources and workforce management solutions,Class A common units,,1200000.0,1100000.0,Business Services
Ares Capital Corporation,1287750,LBC Woodlands Purchaser LLC and LBC Woodlands Holdings LP,Provider of human resources and workforce management solutions,,,20300000.0,19900000.0,Business Services
Ares Capital Corporation,1287750,"Lightbeam Bidco, Inc.",Provider of yard management services,First lien senior secured loan,5200000.0,5200000.0,5200000.0,Other
Ares Capital Corporation,1287750,"Lightbeam Bidco, Inc.",Provider of yard management services,First lien senior secured loan,3400000.0,3400000.0,3400000.0,Other
Ares Capital Corporation,1287750,"Lightbeam Bidco, Inc.",Provider of yard management services,,,8600000.0,8600000.0,Other
Ares Capital Corporation,1287750,"LJP Purchaser, Inc. and LJP Topco, LP",Provider of non-hazardous solid waste and recycling services,First lien senior secured loan,9600000.0,9600000.0,9600000.0,Other
Ares Capital Corporation,1287750,"LJP Purchaser, Inc. and LJP Topco, LP",Provider of non-hazardous solid waste and recycling services,Class A units,,6200000.0,6800000.0,Other
Ares Capital Corporation,1287750,"LJP Purchaser, Inc. and LJP Topco, LP",Provider of non-hazardous solid waste and recycling services,,,15800000.0,16399999.999999998,Other
Ares Capital Corporation,1287750,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",Keg management solutions provider,First lien senior secured loan,68100000.0,68100000.0,67400000.0,Other
Ares Capital Corporation,1287750,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",Keg management solutions provider,First lien senior secured loan,68100000.0,68100000.0,67400000.0,Other
Ares Capital Corporation,1287750,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",Keg management solutions provider,Series A preferred stock,,2100000.0,3500000.0,Other
Ares Capital Corporation,1287750,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",Keg management solutions provider,Series B preferred stock,,15200000.0,16800000.0,Other
Ares Capital Corporation,1287750,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",Keg management solutions provider,Common stock,,4900000.0,10300000.0,Other
Ares Capital Corporation,1287750,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",Keg management solutions provider,,,158400000.0,165400000.0,Other
Ares Capital Corporation,1287750,"NAS, LLC and Nationwide Marketing Group, LLC","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",First lien senior secured revolving loan,1500000.0,1500000.0,1500000.0,Software/Technology
Ares Capital Corporation,1287750,"NAS, LLC and Nationwide Marketing Group, LLC","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",First lien senior secured loan,6100000.0,6100000.0,6000000.0,Software/Technology
Ares Capital Corporation,1287750,"NAS, LLC and Nationwide Marketing Group, LLC","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",First lien senior secured loan,2300000.0,2300000.0,2200000.0,Software/Technology
Ares Capital Corporation,1287750,"NAS, LLC and Nationwide Marketing Group, LLC","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",First lien senior secured loan,1300000.0,1300000.0,1300000.0,Software/Technology
Ares Capital Corporation,1287750,"NAS, LLC and Nationwide Marketing Group, LLC","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",,,11200000.0,11000000.0,Software/Technology
