bdc_name,bdc_cik,company_name,holder_count,is_shared,other_holders,investment_type,industry_sector,business_description,fair_value_millions,principal_millions,cost_millions,fair_value,principal,cost,has_business_desc,industry_classified
Ares Capital Corporation,1287750,"Capstone Acquisition Holdings, Inc., Capstone Logistics Holdings, Inc. and Capstone Parent Holdings, LP",1,False,,Second lien senior secured loan,Retail,Outsourced supply chain solutions provider to operators of distribution centers,87.5,87.5,87.5,87500000.0,87500000.0,87500000.0,True,True
Ares Capital Corporation,1287750,"Capstone Acquisition Holdings, Inc., Capstone Logistics Holdings, Inc. and Capstone Parent Holdings, LP",1,False,,Class A units,Retail,Outsourced supply chain solutions provider to operators of distribution centers,16.0,,7.3,16000000.0,,7300000.0,True,True
Ares Capital Corporation,1287750,"Compex Legal Services, Inc.",1,False,,First lien senior secured revolving loan,Healthcare Services,Provider of outsourced litigated and non-litigated medical records retrieval services,1.8,1.8,1.8,1800000.0,1800000.0,1800000.0,True,True
Ares Capital Corporation,1287750,"Compex Legal Services, Inc.",1,False,,First lien senior secured loan,Healthcare Services,Provider of outsourced litigated and non-litigated medical records retrieval services,1.9,1.9,1.9,1900000.0,1900000.0,1900000.0,True,True
Ares Capital Corporation,1287750,"Compex Legal Services, Inc.",1,False,,,Healthcare Services,Provider of outsourced litigated and non-litigated medical records retrieval services,3.7,,3.7,3700000.0,,3700000.0,True,True
Ares Capital Corporation,1287750,"Dorado Bidco, Inc.",1,False,,First lien senior secured loan,Food & Beverage,Provider of consumer and market insights for the food and beverage industry,6.7,6.8,6.8,6700000.0,6800000.0,6800000.0,True,True
Ares Capital Corporation,1287750,"DP Flores Holdings, LLC",1,False,,First lien senior secured loan,Other,Benefits administrator of tax-advantaged reimbursement plans,26.7,27.3,27.3,26700000.0,27300000.0,27300000.0,True,False
Ares Capital Corporation,1287750,Drogon Bidco Inc. & Drogon Aggregator LP,1,False,,First lien senior secured loan,Other,Provider of fire safety and life safety services,19.7,19.8,19.8,19700000.0,19800000.0,19800000.0,True,False
Ares Capital Corporation,1287750,Drogon Bidco Inc. & Drogon Aggregator LP,1,False,,Class A-2 common units,Other,Provider of fire safety and life safety services,2.8,,1.9,2800000.0,,1900000.0,True,False
Ares Capital Corporation,1287750,Drogon Bidco Inc. & Drogon Aggregator LP,1,False,,,Other,Provider of fire safety and life safety services,22.5,,21.7,22500000.0,,21700000.0,True,False
Ares Capital Corporation,1287750,"DTI Holdco, Inc. and OPE DTI Holdings, Inc.",1,False,,Class A common stock,Business Services,Provider of legal process outsourcing and managed services,16.1,,7.5,16100000.000000002,,7500000.0,True,True
Ares Capital Corporation,1287750,"DTI Holdco, Inc. and OPE DTI Holdings, Inc.",1,False,,,Business Services,Provider of legal process outsourcing and managed services,16.1,,7.5,16100000.000000002,,7500000.0,True,True
Ares Capital Corporation,1287750,Duraserv LLC,1,False,,First lien senior secured loan,Other,Provider of commercial loading dock maintenance and remodeling services,25.3,25.3,25.3,25300000.0,25300000.0,25300000.0,True,False
Ares Capital Corporation,1287750,"Elevation Services Parent Holdings, LLC",1,False,,First lien senior secured revolving loan,Software/Technology,Elevator service platform,2.1,2.2,2.2,2100000.0,2200000.0,2200000.0,True,True
Ares Capital Corporation,1287750,"Elevation Services Parent Holdings, LLC",1,False,,First lien senior secured loan,Software/Technology,Elevator service platform,9.6,10.0,10.0,9600000.0,10000000.0,10000000.0,True,True
Ares Capital Corporation,1287750,"Elevation Services Parent Holdings, LLC",1,False,,First lien senior secured loan,Software/Technology,Elevator service platform,13.4,14.0,14.0,13400000.0,14000000.0,14000000.0,True,True
Ares Capital Corporation,1287750,"Elevation Services Parent Holdings, LLC",1,False,,,Software/Technology,Elevator service platform,25.1,,26.2,25100000.0,,26200000.0,True,True
Ares Capital Corporation,1287750,"FlyWheel Acquireco, Inc.",1,False,,First lien senior secured revolving loan,Business Services,"Professional employer organization offering human resources, compliance and risk management services",5.5,5.5,5.5,5500000.0,5500000.0,5500000.0,True,True
Ares Capital Corporation,1287750,"FlyWheel Acquireco, Inc.",1,False,,First lien senior secured loan,Business Services,"Professional employer organization offering human resources, compliance and risk management services",52.0,52.0,52.0,52000000.0,52000000.0,52000000.0,True,True
Ares Capital Corporation,1287750,"FlyWheel Acquireco, Inc.",1,False,,,Business Services,"Professional employer organization offering human resources, compliance and risk management services",57.5,,57.5,57500000.0,,57500000.0,True,True
Ares Capital Corporation,1287750,"HH-Stella, Inc. and Bedrock Parent Holdings, LP",1,False,,First lien senior secured revolving loan,Other,Provider of municipal solid waste transfer management services,1.3,1.3,1.3,1300000.0,1300000.0,1300000.0,True,False
Ares Capital Corporation,1287750,"HH-Stella, Inc. and Bedrock Parent Holdings, LP",1,False,,First lien senior secured loan,Other,Provider of municipal solid waste transfer management services,8.8,8.8,8.8,8800000.0,8800000.0,8800000.0,True,False
Ares Capital Corporation,1287750,"HH-Stella, Inc. and Bedrock Parent Holdings, LP",1,False,,First lien senior secured loan,Other,Provider of municipal solid waste transfer management services,21.8,21.8,21.8,21800000.0,21800000.0,21800000.0,True,False
Ares Capital Corporation,1287750,"HH-Stella, Inc. and Bedrock Parent Holdings, LP",1,False,,First lien senior secured loan,Other,Provider of municipal solid waste transfer management services,4.4,4.4,4.4,4400000.0,4400000.0,4400000.0,True,False
Ares Capital Corporation,1287750,"HH-Stella, Inc. and Bedrock Parent Holdings, LP",1,False,,Class A units,Other,Provider of municipal solid waste transfer management services,3.3,,3.3,3300000.0,,3300000.0,True,False
Ares Capital Corporation,1287750,"HH-Stella, Inc. and Bedrock Parent Holdings, LP",1,False,,,Other,Provider of municipal solid waste transfer management services,39.6,,39.6,39600000.0,,39600000.0,True,False
Ares Capital Corporation,1287750,"HP RSS Buyer, Inc.",1,False,,First lien senior secured loan,Other,"Provider of road striping, and road safety related services",17.0,17.0,17.0,17000000.0,17000000.0,17000000.0,True,False
Ares Capital Corporation,1287750,"HP RSS Buyer, Inc.",1,False,,First lien senior secured loan,Other,"Provider of road striping, and road safety related services",1.8,1.8,1.8,1800000.0,1800000.0,1800000.0,True,False
Ares Capital Corporation,1287750,"IRI Group Holdings, Inc., Circana, LLC and IRI-NPD Co-Invest Aggregator, L.P.",1,False,,First lien senior secured revolving loan,Business Services,Market research company focused on the consumer packaged goods industry,2.9,2.9,2.9,2900000.0,2900000.0,2900000.0,True,True
Ares Capital Corporation,1287750,"IRI Group Holdings, Inc., Circana, LLC and IRI-NPD Co-Invest Aggregator, L.P.",1,False,,First lien senior secured loan,Business Services,Market research company focused on the consumer packaged goods industry,150.7,150.7,150.7,150700000.0,150700000.0,150700000.0,True,True
Ares Capital Corporation,1287750,"IRI Group Holdings, Inc., Circana, LLC and IRI-NPD Co-Invest Aggregator, L.P.",1,False,,,Business Services,Market research company focused on the consumer packaged goods industry,153.6,,153.6,153600000.0,,153600000.0,True,True
Ares Capital Corporation,1287750,"ISQ Hawkeye Holdco, Inc. and ISQ Hawkeye Holdings, L.P.",1,False,,First lien senior secured revolving loan,Industrial/Manufacturing,Provider of commercial and industrial waste processing and disposal services,0.7,0.7,0.7,700000.0,700000.0,700000.0,True,True
Ares Capital Corporation,1287750,"ISQ Hawkeye Holdco, Inc. and ISQ Hawkeye Holdings, L.P.",1,False,,First lien senior secured loan,Industrial/Manufacturing,Provider of commercial and industrial waste processing and disposal services,4.9,4.9,4.9,4900000.0,4900000.0,4900000.0,True,True
Ares Capital Corporation,1287750,"ISQ Hawkeye Holdco, Inc. and ISQ Hawkeye Holdings, L.P.",1,False,,First lien senior secured loan,Industrial/Manufacturing,Provider of commercial and industrial waste processing and disposal services,3.9,3.9,3.9,3900000.0,3900000.0,3900000.0,True,True
Ares Capital Corporation,1287750,"ISQ Hawkeye Holdco, Inc. and ISQ Hawkeye Holdings, L.P.",1,False,,Class A units,Industrial/Manufacturing,Provider of commercial and industrial waste processing and disposal services,19.8,,12.5,19800000.0,,12500000.0,True,True
Ares Capital Corporation,1287750,"ISQ Hawkeye Holdco, Inc. and ISQ Hawkeye Holdings, L.P.",1,False,,,Industrial/Manufacturing,Provider of commercial and industrial waste processing and disposal services,29.3,,22.0,29300000.0,,22000000.0,True,True
Ares Capital Corporation,1287750,"Kellermeyer Bergensons Services, LLC and KBS TopCo, LLC",1,False,,First lien senior secured loan,Real Estate,Provider of janitorial and facilities management services,41.9,41.9,41.9,41900000.0,41900000.0,41900000.0,True,True
Ares Capital Corporation,1287750,"Kellermeyer Bergensons Services, LLC and KBS TopCo, LLC",1,False,,First lien senior secured loan,Real Estate,Provider of janitorial and facilities management services,13.8,13.8,13.0,13800000.0,13800000.0,13000000.0,True,True
Ares Capital Corporation,1287750,"Kellermeyer Bergensons Services, LLC and KBS TopCo, LLC",1,False,,Preferred units,Real Estate,Provider of janitorial and facilities management services,1.4,,7.7,1400000.0,,7700000.0,True,True
Ares Capital Corporation,1287750,"Kellermeyer Bergensons Services, LLC and KBS TopCo, LLC",1,False,,,Real Estate,Provider of janitorial and facilities management services,57.1,,62.6,57100000.0,,62600000.0,True,True
Ares Capital Corporation,1287750,"Kings Buyer, LLC",1,False,,First lien senior secured revolving loan,Other,Provider of comprehensive outsourced waste management consolidation services,0.4,0.4,0.4,400000.0,400000.0,400000.0,True,False
Ares Capital Corporation,1287750,"Kings Buyer, LLC",1,False,,First lien senior secured loan,Other,Provider of comprehensive outsourced waste management consolidation services,16.3,16.3,16.3,16300000.0,16300000.0,16300000.0,True,False
Ares Capital Corporation,1287750,"Kings Buyer, LLC",1,False,,,Other,Provider of comprehensive outsourced waste management consolidation services,16.7,,16.7,16700000.0,,16700000.0,True,False
Ares Capital Corporation,1287750,KPS Global LLC and Cool Group LLC,1,False,,First lien senior secured loan,Other,Manufacturer of walk-in cooler and freezer systems,5.1,5.2,5.2,5100000.0,5200000.0,5200000.0,True,False
Ares Capital Corporation,1287750,Laboratories Bidco LLC and Laboratories Topco LLC,1,False,,First lien senior secured revolving loan,Other,Lab testing services for nicotine containing products,0.5,0.6,0.6,500000.0,600000.0,600000.0,True,False
Ares Capital Corporation,1287750,Laboratories Bidco LLC and Laboratories Topco LLC,1,False,,First lien senior secured revolving loan,Other,Lab testing services for nicotine containing products,7.6,9.5,9.5,7600000.0,9500000.0,9500000.0,True,False
Ares Capital Corporation,1287750,Laboratories Bidco LLC and Laboratories Topco LLC,1,False,,First lien senior secured loan,Other,Lab testing services for nicotine containing products,18.1,22.6,24.5,18100000.0,22600000.0,24500000.0,True,False
Ares Capital Corporation,1287750,Laboratories Bidco LLC and Laboratories Topco LLC,1,False,,First lien senior secured loan,Other,Lab testing services for nicotine containing products,13.6,17.0,17.0,13600000.0,17000000.0,17000000.0,True,False
Ares Capital Corporation,1287750,Laboratories Bidco LLC and Laboratories Topco LLC,1,False,,First lien senior secured loan,Other,Lab testing services for nicotine containing products,0.1,0.1,0.1,100000.0,100000.0,100000.0,True,False
Ares Capital Corporation,1287750,Laboratories Bidco LLC and Laboratories Topco LLC,1,False,,First lien senior secured loan,Other,Lab testing services for nicotine containing products,3.6,4.5,4.5,3600000.0,4500000.0,4500000.0,True,False
Ares Capital Corporation,1287750,Laboratories Bidco LLC and Laboratories Topco LLC,1,False,,Class A units,Other,Lab testing services for nicotine containing products,,,4.6,,,4600000.0,True,False
Ares Capital Corporation,1287750,Laboratories Bidco LLC and Laboratories Topco LLC,1,False,,,Other,Lab testing services for nicotine containing products,43.5,,60.8,43500000.0,,60800000.0,True,False
Ares Capital Corporation,1287750,LBC Woodlands Purchaser LLC and LBC Woodlands Holdings LP,1,False,,First lien senior secured loan,Business Services,Provider of human resources and workforce management solutions,18.8,19.1,19.1,18800000.0,19100000.0,19100000.0,True,True
Ares Capital Corporation,1287750,LBC Woodlands Purchaser LLC and LBC Woodlands Holdings LP,1,False,,Class A common units,Business Services,Provider of human resources and workforce management solutions,1.1,,1.2,1100000.0,,1200000.0,True,True
Ares Capital Corporation,1287750,LBC Woodlands Purchaser LLC and LBC Woodlands Holdings LP,1,False,,,Business Services,Provider of human resources and workforce management solutions,19.9,,20.3,19900000.0,,20300000.0,True,True
Ares Capital Corporation,1287750,"Lightbeam Bidco, Inc.",1,False,,First lien senior secured loan,Other,Provider of yard management services,5.2,5.2,5.2,5200000.0,5200000.0,5200000.0,True,False
Ares Capital Corporation,1287750,"Lightbeam Bidco, Inc.",1,False,,First lien senior secured loan,Other,Provider of yard management services,3.4,3.4,3.4,3400000.0,3400000.0,3400000.0,True,False
Ares Capital Corporation,1287750,"Lightbeam Bidco, Inc.",1,False,,,Other,Provider of yard management services,8.6,,8.6,8600000.0,,8600000.0,True,False
Ares Capital Corporation,1287750,"LJP Purchaser, Inc. and LJP Topco, LP",1,False,,First lien senior secured loan,Other,Provider of non-hazardous solid waste and recycling services,9.6,9.6,9.6,9600000.0,9600000.0,9600000.0,True,False
Ares Capital Corporation,1287750,"LJP Purchaser, Inc. and LJP Topco, LP",1,False,,Class A units,Other,Provider of non-hazardous solid waste and recycling services,6.8,,6.2,6800000.0,,6200000.0,True,False
Ares Capital Corporation,1287750,"LJP Purchaser, Inc. and LJP Topco, LP",1,False,,,Other,Provider of non-hazardous solid waste and recycling services,16.4,,15.8,16399999.999999998,,15800000.0,True,False
Ares Capital Corporation,1287750,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",1,False,,First lien senior secured loan,Other,Keg management solutions provider,67.4,68.1,68.1,67400000.0,68100000.0,68100000.0,True,False
Ares Capital Corporation,1287750,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",1,False,,First lien senior secured loan,Other,Keg management solutions provider,67.4,68.1,68.1,67400000.0,68100000.0,68100000.0,True,False
Ares Capital Corporation,1287750,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",1,False,,Series A preferred stock,Other,Keg management solutions provider,3.5,,2.1,3500000.0,,2100000.0,True,False
Ares Capital Corporation,1287750,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",1,False,,Series B preferred stock,Other,Keg management solutions provider,16.8,,15.2,16800000.0,,15200000.0,True,False
Ares Capital Corporation,1287750,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",1,False,,Common stock,Other,Keg management solutions provider,10.3,,4.9,10300000.0,,4900000.0,True,False
Ares Capital Corporation,1287750,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",1,False,,,Other,Keg management solutions provider,165.4,,158.4,165400000.0,,158400000.0,True,False
Ares Capital Corporation,1287750,"NAS, LLC and Nationwide Marketing Group, LLC",1,False,,First lien senior secured revolving loan,Software/Technology,"Buying and marketing services organization for appliance, furniture and consumer electronics dealers",1.5,1.5,1.5,1500000.0,1500000.0,1500000.0,True,True
Ares Capital Corporation,1287750,"NAS, LLC and Nationwide Marketing Group, LLC",1,False,,First lien senior secured loan,Software/Technology,"Buying and marketing services organization for appliance, furniture and consumer electronics dealers",6.0,6.1,6.1,6000000.0,6100000.0,6100000.0,True,True
Ares Capital Corporation,1287750,"NAS, LLC and Nationwide Marketing Group, LLC",1,False,,First lien senior secured loan,Software/Technology,"Buying and marketing services organization for appliance, furniture and consumer electronics dealers",2.2,2.3,2.3,2200000.0,2300000.0,2300000.0,True,True
Ares Capital Corporation,1287750,"NAS, LLC and Nationwide Marketing Group, LLC",1,False,,First lien senior secured loan,Software/Technology,"Buying and marketing services organization for appliance, furniture and consumer electronics dealers",1.3,1.3,1.3,1300000.0,1300000.0,1300000.0,True,True
Ares Capital Corporation,1287750,"NAS, LLC and Nationwide Marketing Group, LLC",1,False,,,Software/Technology,"Buying and marketing services organization for appliance, furniture and consumer electronics dealers",11.0,,11.2,11000000.0,,11200000.0,True,True
Ares Capital Corporation,1287750,NBLY 2021-1 and KKR Nest Co-Invest L.P.,1,False,,Limited partner interest,Other,Operator of multiple franchise concepts primarily related to home maintenance or repairs,12.1,,9.7,12100000.0,,9700000.0,True,False
Ares Capital Corporation,1287750,Neptune Bidco US Inc. and Elliott Metron Co-Investor Aggregator L.P.,1,False,,First lien senior secured loan,Business Services,"Provider of audience insights, data and analytics to entertainment industry",72.1,80.7,76.2,72100000.0,80700000.0,76200000.0,True,True
Ares Capital Corporation,1287750,Neptune Bidco US Inc. and Elliott Metron Co-Investor Aggregator L.P.,1,False,,First lien senior secured loan,Business Services,"Provider of audience insights, data and analytics to entertainment industry",87.5,97.8,91.8,87500000.0,97800000.0,91800000.0,True,True
Ares Capital Corporation,1287750,Neptune Bidco US Inc. and Elliott Metron Co-Investor Aggregator L.P.,1,False,,First lien senior secured notes,Business Services,"Provider of audience insights, data and analytics to entertainment industry",49.1,52.8,51.8,49100000.0,52800000.0,51800000.0,True,True
Ares Capital Corporation,1287750,Neptune Bidco US Inc. and Elliott Metron Co-Investor Aggregator L.P.,1,False,,Second lien senior secured loan,Business Services,"Provider of audience insights, data and analytics to entertainment industry",216.2,227.5,227.4,216200000.0,227500000.0,227400000.0,True,True
Ares Capital Corporation,1287750,Neptune Bidco US Inc. and Elliott Metron Co-Investor Aggregator L.P.,1,False,,Limited partnership interests,Business Services,"Provider of audience insights, data and analytics to entertainment industry",6.1,,4.1,6100000.0,,4099999.999999999,True,True
Ares Capital Corporation,1287750,Neptune Bidco US Inc. and Elliott Metron Co-Investor Aggregator L.P.,1,False,,,Business Services,"Provider of audience insights, data and analytics to entertainment industry",431.0,,451.3,431000000.0,,451300000.0,True,True
Ares Capital Corporation,1287750,"North Haven Stack Buyer, LLC",1,False,,First lien senior secured revolving loan,Other,Provider of environmental testing services,1.3,1.3,1.3,1300000.0,1300000.0,1300000.0,True,False
Ares Capital Corporation,1287750,"North Haven Stack Buyer, LLC",1,False,,First lien senior secured loan,Other,Provider of environmental testing services,9.7,9.7,9.7,9700000.0,9700000.0,9700000.0,True,False
Ares Capital Corporation,1287750,"North Haven Stack Buyer, LLC",1,False,,First lien senior secured loan,Other,Provider of environmental testing services,4.0,4.0,4.0,4000000.0,4000000.0,4000000.0,True,False
Ares Capital Corporation,1287750,"Priority Waste Holdings LLC, Priority Waste Holdings Indiana LLC and Priority Waste Super Holdings, LLC",1,False,,First lien senior secured loan,Other,Solid waste services provider,32.8,34.5,34.1,32799999.999999996,34500000.0,34100000.0,True,False
Ares Capital Corporation,1287750,"Priority Waste Holdings LLC, Priority Waste Holdings Indiana LLC and Priority Waste Super Holdings, LLC",1,False,,First lien senior secured loan,Other,Solid waste services provider,10.4,11.0,10.2,10400000.0,11000000.0,10200000.0,True,False
Ares Capital Corporation,1287750,"Priority Waste Holdings LLC, Priority Waste Holdings Indiana LLC and Priority Waste Super Holdings, LLC",1,False,,Warrant to purchase units of Class A common units,Other,Solid waste services provider,6.0,,0.6,6000000.0,,600000.0,True,False
Ares Capital Corporation,1287750,"Priority Waste Holdings LLC, Priority Waste Holdings Indiana LLC and Priority Waste Super Holdings, LLC",1,False,,Warrant to purchase units of Class A common units,Other,Solid waste services provider,1.0,,0.9,1000000.0,,900000.0,True,False
Ares Capital Corporation,1287750,"Priority Waste Holdings LLC, Priority Waste Holdings Indiana LLC and Priority Waste Super Holdings, LLC",1,False,,,Other,Solid waste services provider,50.2,,45.8,50200000.0,,45800000.0,True,False
Ares Capital Corporation,1287750,"Pritchard Industries, LLC and LJ Pritchard TopCo Holdings, LLC",1,False,,First lien senior secured loan,Real Estate,Provider of janitorial and facilities management services,65.9,67.0,67.0,65900000.00000001,67000000.0,67000000.0,True,True
Ares Capital Corporation,1287750,"Pritchard Industries, LLC and LJ Pritchard TopCo Holdings, LLC",1,False,,First lien senior secured loan,Real Estate,Provider of janitorial and facilities management services,12.2,12.2,12.2,12200000.0,12200000.0,12200000.0,True,True
Ares Capital Corporation,1287750,"Pritchard Industries, LLC and LJ Pritchard TopCo Holdings, LLC",1,False,,Class A units,Real Estate,Provider of janitorial and facilities management services,7.7,,9.0,7700000.0,,9000000.0,True,True
Ares Capital Corporation,1287750,"Pritchard Industries, LLC and LJ Pritchard TopCo Holdings, LLC",1,False,,,Real Estate,Provider of janitorial and facilities management services,85.8,,88.2,85800000.0,,88200000.0,True,True
Ares Capital Corporation,1287750,PS Operating Company LLC and PS Op Holdings LLC (5),1,False,,First lien senior secured revolving loan,Food & Beverage,Specialty distributor and solutions provider to the swine and poultry markets,2.6,6.8,6.4,2600000.0,6800000.0,6400000.0,True,True
Ares Capital Corporation,1287750,PS Operating Company LLC and PS Op Holdings LLC (5),1,False,,First lien senior secured loan,Food & Beverage,Specialty distributor and solutions provider to the swine and poultry markets,6.5,17.2,15.5,6500000.0,17200000.0,15500000.0,True,True
Ares Capital Corporation,1287750,PS Operating Company LLC and PS Op Holdings LLC (5),1,False,,Common unit,Food & Beverage,Specialty distributor and solutions provider to the swine and poultry markets,,,7.4,,,7400000.0,True,True
Ares Capital Corporation,1287750,PS Operating Company LLC and PS Op Holdings LLC (5),1,False,,,Food & Beverage,Specialty distributor and solutions provider to the swine and poultry markets,9.1,,29.3,9100000.0,,29300000.0,True,True
Ares Capital Corporation,1287750,"PSC Parent, Inc.",1,False,,First lien senior secured revolving loan,Other,Provider of operational services for US petrochemical and refining companies,3.4,3.4,3.4,3400000.0,3400000.0,3400000.0,True,False
Ares Capital Corporation,1287750,"PSC Parent, Inc.",1,False,,First lien senior secured loan,Other,Provider of operational services for US petrochemical and refining companies,49.4,49.4,49.4,49400000.0,49400000.0,49400000.0,True,False
Ares Capital Corporation,1287750,"PSC Parent, Inc.",1,False,,,Other,Provider of operational services for US petrochemical and refining companies,52.8,,52.8,52800000.0,,52800000.0,True,False
Ares Capital Corporation,1287750,"PYE-Barker Fire & Safety, LLC",1,False,,First lien senior secured revolving loan,Other,Provider of fire protection services and products,0.5,0.5,0.5,500000.0,500000.0,500000.0,True,False
Ares Capital Corporation,1287750,"PYE-Barker Fire & Safety, LLC",1,False,,First lien senior secured loan,Other,Provider of fire protection services and products,12.7,12.7,12.7,12700000.0,12700000.0,12700000.0,True,False
Ares Capital Corporation,1287750,"PYE-Barker Fire & Safety, LLC",1,False,,,Other,Provider of fire protection services and products,13.2,,13.2,13200000.0,,13200000.0,True,False
Ares Capital Corporation,1287750,R2 Acquisition Corp.,1,False,,Common stock,Business Services,Marketing services,0.3,,0.2,300000.0,,200000.0,True,True
Ares Capital Corporation,1287750,RC V Tecmo Investor LLC,1,False,,Common member units,Software/Technology,Technology based aggregator for facility maintenance services,16.0,,8.3,16000000.0,,8300000.000000001,True,True
Ares Capital Corporation,1287750,"Registrar Intermediate, LLC and PSP Registrar Co-Investment Fund, L.P.",1,False,,First lien senior secured revolving loan,Business Services,Provider of FDA registration and consulting services,5.4,5.4,5.4,5400000.0,5400000.0,5400000.0,True,True
Ares Capital Corporation,1287750,Rodeo AcquisitionCo LLC,1,False,,First lien senior secured revolving loan,Food & Beverage,Provider of food inspection and recovery services,1.0,1.0,1.0,1000000.0,1000000.0,1000000.0,True,True
Ares Capital Corporation,1287750,Rodeo AcquisitionCo LLC,1,False,,First lien senior secured loan,Food & Beverage,Provider of food inspection and recovery services,16.6,16.6,16.6,16600000.000000002,16600000.000000002,16600000.000000002,True,True
Ares Capital Corporation,1287750,Rodeo AcquisitionCo LLC,1,False,,,Food & Beverage,Provider of food inspection and recovery services,17.6,,17.6,17600000.0,,17600000.0,True,True
Ares Capital Corporation,1287750,Saturn Purchaser Corp.,1,False,,First lien senior secured loan,Transportation & Logistics,Private aviation management company,1.7,1.7,1.7,1700000.0,1700000.0,1700000.0,True,True
Ares Capital Corporation,1287750,"Schill Landscaping and Lawn Care Services LLC, Tender Lawn Care ULC and Landscape Parallel Partners, L.P. (15)",1,False,,First lien senior secured revolving loan,Other,"Provider of landscape design and planning, and snow removal services",0.6,0.6,0.6,600000.0,600000.0,600000.0,True,False
Ares Capital Corporation,1287750,"Schill Landscaping and Lawn Care Services LLC, Tender Lawn Care ULC and Landscape Parallel Partners, L.P. (15)",1,False,,First lien senior secured loan,Other,"Provider of landscape design and planning, and snow removal services",3.4,3.4,3.4,3400000.0,3400000.0,3400000.0,True,False
Ares Capital Corporation,1287750,"Schill Landscaping and Lawn Care Services LLC, Tender Lawn Care ULC and Landscape Parallel Partners, L.P. (15)",1,False,,Class A units,Other,"Provider of landscape design and planning, and snow removal services",31.4,,21.5,31400000.0,,21500000.0,True,False
Ares Capital Corporation,1287750,"Schill Landscaping and Lawn Care Services LLC, Tender Lawn Care ULC and Landscape Parallel Partners, L.P. (15)",1,False,,,Other,"Provider of landscape design and planning, and snow removal services",35.4,,25.5,35400000.0,,25500000.0,True,False
Ares Capital Corporation,1287750,"Shermco Intermediate Holdings, Inc.",1,False,,First lien senior secured revolving loan,Energy & Utilities,Provider of electrician services,2.3,2.3,2.2,2300000.0,2300000.0,2200000.0,True,True
Ares Capital Corporation,1287750,"Shermco Intermediate Holdings, Inc.",1,False,,First lien senior secured loan,Energy & Utilities,Provider of electrician services,5.1,5.1,5.1,5100000.0,5100000.0,5100000.0,True,True
Ares Capital Corporation,1287750,"Shermco Intermediate Holdings, Inc.",1,False,,First lien senior secured loan,Energy & Utilities,Provider of electrician services,1.3,1.3,1.3,1300000.0,1300000.0,1300000.0,True,True
Ares Capital Corporation,1287750,"Shermco Intermediate Holdings, Inc.",1,False,,,Energy & Utilities,Provider of electrician services,8.7,,8.6,8700000.0,,8600000.0,True,True
Ares Capital Corporation,1287750,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP",1,False,,Limited partnership class A-1 units,Industrial/Manufacturing,"Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products",,,1.1,,,1100000.0,True,True
Ares Capital Corporation,1287750,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP",1,False,,Limited partnership class A-2 units,Industrial/Manufacturing,"Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products",,,1.1,,,1100000.0,True,True
Ares Capital Corporation,1287750,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP",1,False,,,Industrial/Manufacturing,"Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products",,,2.2,,,2200000.0,True,True
Ares Capital Corporation,1287750,"SV Newco 2, Inc. and Site 2020 Incorporated",1,False,,First lien senior secured loan,Other,Provider of outsourced traffic control safety services,22.5,22.5,22.5,22500000.0,22500000.0,22500000.0,True,False
Ares Capital Corporation,1287750,"Systems Planning and Analysis, Inc.",1,False,,First lien senior secured loan,Software/Technology,Provider of systems engineering and technical assistance,1.0,1.0,1.0,1000000.0,1000000.0,1000000.0,True,True
Ares Capital Corporation,1287750,"The Hiller Companies, LLC",1,False,,First lien senior secured loan,Other,Provider of fire protection and life safety products,41.5,41.5,41.5,41500000.0,41500000.0,41500000.0,True,False
Ares Capital Corporation,1287750,"Thermostat Purchaser III, Inc.",1,False,,First lien senior secured revolving loan,Industrial/Manufacturing,Provider of commercial HVAC equipment maintenance and repair services,2.4,2.4,2.4,2400000.0,2400000.0,2400000.0,True,True
Ares Capital Corporation,1287750,"Thermostat Purchaser III, Inc.",1,False,,First lien senior secured revolving loan,Industrial/Manufacturing,Provider of commercial HVAC equipment maintenance and repair services,1.2,1.2,1.2,1200000.0,1200000.0,1200000.0,True,True
Ares Capital Corporation,1287750,"TSS Buyer, LLC",1,False,,First lien senior secured loan,Healthcare Services,"Provider of outsourced testing, inspection, certification, and compliance services to healthcare and life sciences end markets",2.1,2.1,2.1,2100000.0,2100000.0,2100000.0,True,True
