bdc_name,bdc_cik,company_name,holder_count,is_shared,other_holders,industry_sector,business_description,position_count,investment_type,fair_value_millions,principal_millions,cost_millions,total_exposure_across_bdcs,fair_value,principal,cost,has_business_desc,industry_classified
Ares Capital Corporation,1287750,"Pathstone Family Office LLC and Kelso XI Tailwind Co-Investment, L.P. (15)",1,False,,Financial Services,Provider of comprehensive wealth management services and registered investment advisor,6,"First lien senior secured loan, Limited partnership interests",61.4,28.2,60.4,61.4,61400000.0,28200000.0,60400000.0,True,True
Ares Capital Corporation,1287750,Pathway Vet Alliance LLC and Jedi Group Holdings LLC,1,False,,Healthcare Services,Veterinary hospital operator,3,"Second lien senior secured loan, Class R common units",117.6,76.3,164.6,117.6,117600000.0,76300000.0,164600000.0,True,True
Ares Capital Corporation,1287750,"Perforce Software, Inc.",1,False,,Software/Technology,Developer of software used for application development,1,First lien senior secured revolving loan,1.0,1.0,1.0,1.0,1000000.0,1000000.0,1000000.0,True,True
Ares Capital Corporation,1287750,"Perigon Wealth Management, LLC, Perigon Wealth Advisors Holdings Company, LLC and CWC Fund I Co-Invest (Prism) LP",1,False,,Financial Services,Wealth management and financial planning firm,3,"First lien senior secured loan, Limited partnership interest",9.6,2.3,9.4,9.6,9600000.0,2300000.0,9400000.0,True,True
Ares Capital Corporation,1287750,"PetVet Care Centers, LLC",1,False,,Healthcare Services,Veterinary hospital operator,1,First lien senior secured loan,122.2,131.4,131.4,122.2,122200000.0,131400000.0,131400000.0,True,True
Ares Capital Corporation,1287750,"Petrus Buyer, Inc.",1,False,,Business Services,Provider of REIT research data and analytics,1,First lien senior secured loan,5.9,5.9,5.9,5.9,5900000.0,5900000.0,5900000.0,True,True
Ares Capital Corporation,1287750,"Petvisor Holdings, LLC",1,False,,Software/Technology,Provider of veterinarian-focused SaaS solutions,5,"First lien senior secured revolving loan, First lien senior secured loan",22.8,11.4,22.8,22.8,22800000.0,11400000.0,22800000.0,True,True
Ares Capital Corporation,1287750,Ping Identity Holding Corp.,1,False,,Other,Provider of identity and access management solutions,1,First lien senior secured loan,11.2,11.2,11.2,11.2,11200000.0,11200000.0,11200000.0,True,False
Ares Capital Corporation,1287750,"Pluralsight, LLC and Pluralsight Holdings, LLC and Paradigmatic Holdco LLC (4)",1,False,,Software/Technology,Online education learning platform,4,"First lien senior secured loan, Common units",109.8,41.2,111.0,109.8,109800000.0,41200000.0,111000000.0,True,True
Ares Capital Corporation,1287750,Poplicus Incorporated,1,False,,Software/Technology,Business intelligence and market analytics platform for companies that sell to the public sector,1,Warrant to purchase shares of Series C preferred stock,0.0,0.0,0.1,0.0,0.0,0.0,100000.0,True,True
Ares Capital Corporation,1287750,"PracticeTek Purchaser, LLC, PracticeTek MidCo, LLC and GSV PracticeTek Holdings, LLC",1,False,,Software/Technology,Software provider for medical practitioners,5,"First lien senior secured revolving loan, First lien senior secured loan, Senior subordinated loan, Class A units",244.0,83.8,218.4,244.0,244000000.0,83800000.0,218400000.0,True,True
Ares Capital Corporation,1287750,"Priority Technology Holdings, Inc.",1,False,,Financial Services,Provider of merchant acquiring and payment processing solutions,1,Warrant to purchase shares of common stock,6.2,0.0,4.0,6.2,6200000.0,0.0,4000000.0,True,True
Ares Capital Corporation,1287750,"Priority Waste Holdings LLC, Priority Waste Holdings Indiana LLC and Priority Waste Super Holdings, LLC",1,False,,Other,Solid waste services provider,5,"First lien senior secured loan, Warrant to purchase units of Class A common units",100.4,45.5,91.6,100.4,100400000.0,45500000.0,91600000.0,True,False
Ares Capital Corporation,1287750,"Pritchard Industries, LLC and LJ Pritchard TopCo Holdings, LLC",1,False,,Real Estate,Provider of janitorial and facilities management services,4,"First lien senior secured loan, Class A units",171.6,79.2,176.4,171.6,171600000.0,79200000.0,176400000.0,True,True
Ares Capital Corporation,1287750,"ProfitSolv Purchaser, Inc. and PS Co-Invest, L.P.",1,False,,Software/Technology,Provider of practice management software to law firms,2,"First lien senior secured revolving loan, First lien senior secured loan",6.1,6.1,6.1,6.1,6100000.0,6100000.0,6100000.0,True,True
Ares Capital Corporation,1287750,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",1,False,,Software/Technology,Provider of data visualization software for data analytics,3,"Class A common stock, Class B common stock",38.6,0.0,15.0,38.6,38600000.0,0.0,15000000.0,True,True
Ares Capital Corporation,1287750,"Project Essential Bidco, Inc. and Project Essential Super Parent, Inc.",1,False,,Software/Technology,Saas provider of automated crew callout and scheduling software for the utility industry,3,"First lien senior secured loan, Preferred shares",151.6,37.8,161.2,151.6,151600000.0,37800000.0,161200000.0,True,True
Ares Capital Corporation,1287750,"Project Potter Buyer, LLC and Project Potter Parent, L.P.",1,False,,Software/Technology,Software solutions provider to the ready-mix concrete industry,6,"First lien senior secured loan, Class B units",151.6,72.5,145.0,151.6,151600000.0,72500000.0,145000000.0,True,True
Ares Capital Corporation,1287750,"Proofpoint, Inc.",1,False,,Software/Technology,Cybersecurity solutions provider,1,First lien senior secured loan,1.0,1.0,0.9,1.0,1000000.0,1000000.0,900000.0,True,True
Ares Capital Corporation,1287750,"QBS Parent, Inc.",1,False,,Software/Technology,"Provider of vertical software solutions and related implementation, migration, and integration services",1,First lien senior secured loan,14.0,14.1,14.1,14.0,14000000.0,14100000.0,14100000.0,True,True
Ares Capital Corporation,1287750,"QF Holdings, Inc.",1,False,,Software/Technology,SaaS based electronic health record software provider,7,"First lien senior secured revolving loan, First lien senior secured loan",50.8,25.4,50.8,50.8,50800000.0,25400000.0,50800000.0,True,True
Ares Capital Corporation,1287750,R2 Acquisition Corp.,1,False,,Business Services,Marketing services,1,Common stock,0.3,0.0,0.2,0.3,300000.0,0.0,200000.0,True,True
Ares Capital Corporation,1287750,RC V Tecmo Investor LLC,1,False,,Software/Technology,Technology based aggregator for facility maintenance services,1,Common member units,16.0,0.0,8.3,16.0,16000000.0,0.0,8300000.000000001,True,True
Ares Capital Corporation,1287750,RFS Opco LLC,1,False,,Financial Services,Provider of wealth management services,1,First lien senior secured loan,29.5,29.5,29.5,29.5,29500000.0,29500000.0,29500000.0,True,True
Ares Capital Corporation,1287750,"RMS HoldCo II, LLC & RMS Group Holdings, Inc.",1,False,,Healthcare Services,"Developer of revenue cycle management solutions, process automation, analytics and integration for the healthcare industry",4,"First lien senior secured loan, Class A common stock",9.6,0.3,11.6,9.6,9600000.0,300000.0,11600000.0,True,True
Ares Capital Corporation,1287750,"RTI Surgical, Inc. and Pioneer Surgical Technology, Inc.",1,False,,Industrial/Manufacturing,"Manufacturer of biologic, metal and synthetic implants/devices",3,"First lien senior secured revolving loan, First lien senior secured loan",67.2,33.6,67.2,67.2,67200000.0,33600000.0,67200000.0,True,True
Ares Capital Corporation,1287750,"RWA Wealth Partners, LLC",1,False,,Financial Services,Provider of comprehensive wealth management services,1,First lien senior secured loan,8.1,8.1,8.1,8.1,8100000.0,8100000.0,8100000.0,True,True
Ares Capital Corporation,1287750,"Raptor Technologies, LLC, Sycamore Bidco LTD and Rocket Parent, LLC",1,False,,Software/Technology,Provider of SaaS-based safety and security software to the K-12 school market,6,"First lien senior secured loan, Class A common units",101.0,41.6,90.2,101.0,101000000.0,41600000.0,90200000.0,True,True
Ares Capital Corporation,1287750,"Registrar Intermediate, LLC and PSP Registrar Co-Investment Fund, L.P.",1,False,,Business Services,Provider of FDA registration and consulting services,1,First lien senior secured revolving loan,5.4,5.4,5.4,5.4,5400000.0,5400000.0,5400000.0,True,True
Ares Capital Corporation,1287750,Relativity ODA LLC,1,False,,Software/Technology,Electronic discovery document review software platform for use in litigations and investigations,1,First lien senior secured loan,6.6,6.6,6.6,6.6,6600000.0,6600000.0,6600000.0,True,True
Ares Capital Corporation,1287750,"Revalize, Inc.",1,False,,Software/Technology,"Developer and operator of software providing configuration, price and quote capabilities",3,"First lien senior secured revolving loan, First lien senior secured loan",2.4,1.4,2.6,2.4,2400000.0,1400000.0,2600000.0,True,True
Ares Capital Corporation,1287750,"Rialto Management Group, LLC",1,False,,Software/Technology,Investment and asset management platform focused on real estate,2,First lien senior secured loan,49.0,24.8,49.6,49.0,49000000.0,24800000.0,49600000.0,True,True
Ares Capital Corporation,1287750,Rodeo AcquisitionCo LLC,1,False,,Food & Beverage,Provider of food inspection and recovery services,3,"First lien senior secured revolving loan, First lien senior secured loan",35.2,17.6,35.2,35.2,35200000.0,17600000.0,35200000.0,True,True
Ares Capital Corporation,1287750,"Runway Bidco, LLC",1,False,,Software/Technology,Provider of workload automation software,1,First lien senior secured loan,42.4,42.8,42.4,42.4,42400000.0,42800000.0,42400000.0,True,True
Ares Capital Corporation,1287750,"SM Wellness Holdings, Inc. and SM Holdco, LLC",1,False,,Other,Breast cancer screening provider,3,"Series D units, Series A units",20.4,0.0,18.6,20.4,20400000.0,0.0,18600000.0,True,False
Ares Capital Corporation,1287750,"SOC Telemed, Inc. and PSC Spark Holdings, LP",1,False,,Other,Provider of acute care telemedicine,4,"First lien senior secured loan, Class A-2 units, Warrant to purchase units of common stock",210.2,107.3,228.8,210.2,210200000.0,107300000.0,228800000.0,True,False
Ares Capital Corporation,1287750,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP",1,False,,Industrial/Manufacturing,"Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products",3,"Limited partnership class A-1 units, Limited partnership class A-2 units",0.0,0.0,4.4,0.0,0.0,0.0,4400000.0,True,True
Ares Capital Corporation,1287750,"SV Newco 2, Inc. and Site 2020 Incorporated",1,False,,Other,Provider of outsourced traffic control safety services,1,First lien senior secured loan,22.5,22.5,22.5,22.5,22500000.0,22500000.0,22500000.0,True,False
Ares Capital Corporation,1287750,"Sapphire Software Buyer, Inc.",1,False,,Software/Technology,Provider of application security testing solutions,1,First lien senior secured loan,70.8,71.6,71.6,70.8,70800000.0,71600000.0,71600000.0,True,True
Ares Capital Corporation,1287750,Saturn Purchaser Corp.,1,False,,Transportation & Logistics,Private aviation management company,1,First lien senior secured loan,1.7,1.7,1.7,1.7,1700000.0,1700000.0,1700000.0,True,True
Ares Capital Corporation,1287750,"Schill Landscaping and Lawn Care Services LLC, Tender Lawn Care ULC and Landscape Parallel Partners, L.P. (15)",1,False,,Other,"Provider of landscape design and planning, and snow removal services",4,"First lien senior secured revolving loan, First lien senior secured loan, Class A units",70.8,4.0,51.0,70.8,70800000.0,4000000.0,51000000.0,True,False
Ares Capital Corporation,1287750,"Severin Acquisition, LLC",1,False,,Software/Technology,Provider of student information system software solutions to the K-12 education market in North America,1,First lien senior secured loan,218.9,221.2,221.1,218.9,218900000.0,221200000.0,221100000.0,True,True
Ares Capital Corporation,1287750,"Shermco Intermediate Holdings, Inc.",1,False,,Energy & Utilities,Provider of electrician services,4,"First lien senior secured revolving loan, First lien senior secured loan",17.4,8.7,17.2,17.4,17400000.0,8700000.0,17200000.0,True,True
Ares Capital Corporation,1287750,"SiroMed Physician Services, Inc. and SiroMed Equity Holdings, LLC",1,False,,Other,Outsourced anesthesia provider,1,Common units,1.7,0.0,4.8,1.7,1700000.0,0.0,4800000.0,True,False
Ares Capital Corporation,1287750,"Smarsh Inc. and Skywalker TopCo, LLC",1,False,,Software/Technology,SaaS based communication archival service provider,4,"First lien senior secured revolving loan, First lien senior secured loan, Common units",24.6,1.7,16.0,24.6,24600000.0,1700000.0,16000000.0,True,True
Ares Capital Corporation,1287750,SoundCloud Limited,1,False,,Software/Technology,"Platform for receiving, sending, and distributing music",1,Common stock,0.7,0.0,0.4,0.7,700000.0,0.0,400000.0,True,True
Ares Capital Corporation,1287750,"Spaceship Purchaser, Inc.",1,False,,Software/Technology,SaaS based website builder and hosting platform,1,First lien senior secured loan,99.7,100.7,100.7,99.7,99700000.0,100700000.0,100700000.0,True,True
Ares Capital Corporation,1287750,"Spark Purchaser, Inc.",1,False,,Software/Technology,Software platform for Medicare application process,1,First lien senior secured loan,30.8,30.8,30.8,30.8,30800000.0,30800000.0,30800000.0,True,True
Ares Capital Corporation,1287750,"Spirit RR Holdings, Inc. and Winterfell Co-Invest SCSp",1,False,,Business Services,"Provider of data, analytics, news, and workflow tools to customers in the counter-cyclical distressed debt space",3,"First lien senior secured loan, Limited partner interests",18.6,3.3,13.5,18.6,18600000.0,3300000.0,13500000.0,True,True
Ares Capital Corporation,1287750,"Steward Partners Global Advisory, LLC and Steward Partners Investment Advisory, LLC",1,False,,Software/Technology,Wealth management platform,3,First lien senior secured loan,5.8,2.9,5.6,5.8,5800000.0,2900000.0,5600000.0,True,True
Ares Capital Corporation,1287750,"Storable, Inc. and EQT IX Co-Investment (E) SCSP",1,False,,Software/Technology,Payment management system solutions and web services for the self-storage industry,4,"Second lien senior secured loan, Limited partnership interests",130.4,53.1,119.4,130.4,130400000.0,53100000.0,119400000.0,True,True
Ares Capital Corporation,1287750,"Sundance Group Holdings, Inc.",1,False,,Software/Technology,Provider of cloud-based document management and collaboration solutions,3,"First lien senior secured revolving loan, First lien senior secured loan",56.4,28.2,56.0,56.4,56400000.0,28200000.0,56000000.0,True,True
Ares Capital Corporation,1287750,"Superman Holdings, LLC",1,False,,Software/Technology,Provider of ERP software for the construction industry,1,First lien senior secured loan,35.4,35.5,35.5,35.4,35400000.0,35500000.0,35500000.0,True,True
Ares Capital Corporation,1287750,"Surescripts, LLC",1,False,,Healthcare Services,"Healthcare network for e-prescription routing, patient eligibility checks, and secure exchange of medical records",1,First lien senior secured loan,57.5,58.0,58.0,57.5,57500000.0,58000000.0,58000000.0,True,True
Ares Capital Corporation,1287750,"Symplr Software Inc. and Symplr Software Intermediate Holdings, Inc.",1,False,,Software/Technology,SaaS based healthcare compliance platform provider,9,"First lien senior secured revolving loan, First lien senior secured loan, Second lien senior secured loan, Series C-1 preferred shares, Series C-2 preferred shares, Series C-3 preferred shares",678.0,178.9,757.4,678.0,678000000.0,178900000.0,757400000.0,True,True
Ares Capital Corporation,1287750,"Synergy HomeCare Franchising, LLC and NP/Synergy Holdings, LLC",1,False,,Other,Franchisor of private-pay home care for the elderly,3,"First lien senior secured loan, Common units",25.6,10.9,22.8,25.6,25600000.0,10900000.0,22800000.0,True,False
Ares Capital Corporation,1287750,"Systems Planning and Analysis, Inc.",1,False,,Software/Technology,Provider of systems engineering and technical assistance,1,First lien senior secured loan,1.0,1.0,1.0,1.0,1000000.0,1000000.0,1000000.0,True,True
Ares Capital Corporation,1287750,TCP Hawker Intermediate LLC,1,False,,Other,Workforce management solutions provider,5,"First lien senior secured revolving loan, First lien senior secured loan",115.8,57.9,112.4,115.8,115800000.0,57900000.0,112400000.0,True,False
Ares Capital Corporation,1287750,"TPG IX Cardiff CI II, L.P.",1,False,,Financial Services,Provider of comprehensive wealth management services,1,Limited partnership interest,5.7,0.0,5.8,5.7,5700000.0,0.0,5800000.0,True,True
Ares Capital Corporation,1287750,"TSS Buyer, LLC",1,False,,Healthcare Services,"Provider of outsourced testing, inspection, certification, and compliance services to healthcare and life sciences end markets",1,First lien senior secured loan,2.1,2.1,2.1,2.1,2100000.0,2100000.0,2100000.0,True,True
Ares Capital Corporation,1287750,"Tamarack Intermediate, L.L.C. and Tamarack Parent, L.L.C.",1,False,,Software/Technology,"Provider of environment, health, safety, and sustainability software",5,"First lien senior secured loan, Class A-2 units",114.4,51.0,112.2,114.4,114400000.0,51000000.0,112200000.0,True,True
Ares Capital Corporation,1287750,"Tempus AI, Inc.",1,False,,Software/Technology,Provider of technology enabled precision medicine solutions,2,First lien senior secured loan,96.8,96.8,96.8,96.8,96800000.0,96800000.0,96800000.0,True,True
Ares Capital Corporation,1287750,"The Edelman Financial Center, LLC",1,False,,Financial Services,"Provider of investment, financial and retirement planning services",1,Second lien senior secured loan,0.1,0.1,0.1,0.1,100000.0,100000.0,100000.0,True,True
Ares Capital Corporation,1287750,"The Hiller Companies, LLC",1,False,,Other,Provider of fire protection and life safety products,1,First lien senior secured loan,41.5,41.5,41.5,41.5,41500000.0,41500000.0,41500000.0,True,False
Ares Capital Corporation,1287750,"The Mather Group, LLC, TVG-TMG Topco, Inc., and TVG-TMG Holdings, LLC",1,False,,Financial Services,Provider of comprehensive wealth management services,5,"First lien senior secured revolving loan, First lien senior secured loan, Senior subordinated loan, Series A preferred units",23.6,7.9,30.2,23.6,23600000.0,7900000.0,30200000.0,True,True
Ares Capital Corporation,1287750,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP",1,False,,Other,Provider of asset-servicing capabilities for fund managers,4,"First lien senior secured loan, Class A preferred units, Class A common units",53.6,20.7,46.4,53.6,53600000.0,20700000.0,46400000.0,True,False
Ares Capital Corporation,1287750,Therapy Brands Holdings LLC,1,False,,Software/Technology,Provider of software solutions for the mental and behavioral health market segments,1,Second lien senior secured loan,26.2,29.1,29.0,26.2,26200000.0,29100000.0,29000000.0,True,True
Ares Capital Corporation,1287750,"Thermostat Purchaser III, Inc.",1,False,,Industrial/Manufacturing,Provider of commercial HVAC equipment maintenance and repair services,2,First lien senior secured revolving loan,3.6,3.6,3.6,3.6,3600000.0,3600000.0,3600000.0,True,True
Ares Capital Corporation,1287750,Transit Technologies LLC,1,False,,Software/Technology,Provider of transportation management software and specialty telematics solutions,1,First lien senior secured loan,10.7,10.8,10.8,10.7,10700000.0,10800000.0,10800000.0,True,True
Ares Capital Corporation,1287750,"U.S. Anesthesia Partners, Inc. & U.S. Anesthesia Partners Holdings, Inc.",1,False,,Other,Anesthesiology service provider,3,"Second lien senior secured loan, Common stock",313.4,147.8,321.4,313.4,313400000.0,147800000.0,321400000.0,True,False
Ares Capital Corporation,1287750,"UKG Inc. and H&F Unite Partners, L.P.",1,False,,Software/Technology,Provider of cloud based HCM solutions for businesses,1,Limited partnership interests,26.5,0.0,12.6,26.5,26500000.0,0.0,12600000.0,True,True
Ares Capital Corporation,1287750,UP Intermediate II LLC and UPBW Blocker LLC,1,False,,Industrial/Manufacturing,"Provider of essential mechanical, electrical and plumbing services to commercial customers",4,"First lien senior secured loan, Common units",21.4,4.8,22.2,21.4,21400000.0,4800000.0,22200000.0,True,True
Ares Capital Corporation,1287750,"United Digestive MSO Parent, LLC and Koln Co-Invest Unblocked, LP",1,False,,Healthcare Services,Gastroenterology physician group,4,"First lien senior secured revolving loan, First lien senior secured loan, Class A interests",33.2,10.7,30.6,33.2,33200000.0,10700000.0,30600000.0,True,True
Ares Capital Corporation,1287750,"UserZoom Technologies, Inc.",2,True,Main Street Capital Corporation,Software/Technology,User experience research automation software,1,First lien senior secured loan,5.8,5.8,5.7,9.8,5800000.0,5800000.0,5700000.0,True,True
Ares Capital Corporation,1287750,"VPP Intermediate Holdings, LLC and VPP Group Holdings, L.P.",1,False,,Healthcare Services,Veterinary hospital operator,7,"First lien senior secured loan, Class A-2 units",83.2,29.6,74.4,83.2,83200000.0,29600000.0,74400000.0,True,True
Ares Capital Corporation,1287750,"VRC Companies, LLC",1,False,,Other,Provider of records and information management services,1,Senior subordinated loan,5.2,5.2,5.3,5.2,5200000.0,5200000.0,5300000.0,True,False
Ares Capital Corporation,1287750,"Valcourt Holdings II, LLC and Jobs Holdings, Inc.",1,False,,Energy & Utilities,Provider of window cleaning and building facade maintenance and restoration services,1,First lien senior secured loan,55.9,55.9,55.9,55.9,55900000.0,55900000.0,55900000.0,True,True
Ares Capital Corporation,1287750,"Viant Medical Holdings, Inc.",1,False,,Industrial/Manufacturing,Manufacturer of plastic and rubber components for health care equipment,1,First lien senior secured loan,27.9,27.6,27.5,27.9,27900000.0,27600000.0,27500000.0,True,True
Ares Capital Corporation,1287750,"Victors Purchaser, LLC and WP Victors Co-Investment, L.P.",1,False,,Other,Third-party maintenance provider for hardware and data center infrastructure,4,"First lien senior secured revolving loan, First lien senior secured loan, Partnership units",146.2,71.2,147.4,146.2,146200000.0,71200000.0,147400000.0,True,False
Ares Capital Corporation,1287750,"Viper Bidco, Inc.",1,False,,Software/Technology,Provider of SaaS based supply chain risk management solutions,2,First lien senior secured loan,27.8,28.1,28.2,27.8,27800000.0,28100000.0,28200000.0,True,True
Ares Capital Corporation,1287750,"Visual Edge Technology, Inc. (5)",1,False,,Industrial/Manufacturing,Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,4,"First lien senior secured loan, Senior preferred stock, Warrant to purchase shares of common stock",157.4,33.6,168.8,157.4,157400000.0,33600000.0,168800000.0,True,True
Ares Capital Corporation,1287750,"W.S. Connelly & Co., LLC and WSC Ultimate Holdings, LLC",1,False,,Other,"Provider of agronomics products for landscapers, contractors and golf course end users",3,"First lien senior secured loan, Class A preferred units",36.0,17.3,36.6,36.0,36000000.0,17300000.0,36600000.0,True,False
Ares Capital Corporation,1287750,WSHP FC Acquisition LLC and WSHP FC Holdings LLC,1,False,,Business Services,Provider of biospecimen products for pharma research,11,"First lien senior secured revolving loan, First lien senior secured loan, Class A preferred units, Common units",199.6,104.0,218.4,199.6,199600000.0,104000000.0,218400000.0,True,True
Ares Capital Corporation,1287750,"Wash Encore Holdings, LLC",1,False,,Healthcare Services,Provider of outsourced healthcare linen management solutions,3,First lien senior secured loan,226.2,113.1,225.8,226.2,226200000.0,113100000.0,225800000.0,True,True
Ares Capital Corporation,1287750,"Waverly Advisors, LLC and WAAM Topco, LLC",1,False,,Financial Services,Wealth management and financial planning firm,4,"First lien senior secured loan, Class A units",16.0,5.0,13.4,16.0,16000000.0,5000000.0,13400000.0,True,True
Ares Capital Corporation,1287750,"Wealth Enhancement Group, LLC",1,False,,Financial Services,Wealth management and financial planning firm,6,First lien senior secured loan,30.8,15.4,30.8,30.8,30800000.0,15400000.0,30800000.0,True,True
Ares Capital Corporation,1287750,"WebPT, Inc. and WPT Intermediate Holdco, Inc.",1,False,,Software/Technology,Electronic medical record software provider,5,"First lien senior secured revolving loan, First lien senior secured loan, Senior subordinated loan",131.8,65.9,131.8,131.8,131800000.0,65900000.0,131800000.0,True,True
Ares Capital Corporation,1287750,Wellington Bidco Inc. and Wellington TopCo LP,1,False,,Software/Technology,Provider of ERP and payments software for local governments,4,"First lien senior secured revolving loan, First lien senior secured loan, Class A-2 preferred units",127.8,61.5,127.8,127.8,127800000.0,61500000.0,127800000.0,True,True
Ares Capital Corporation,1287750,Wellington-Altus Financial Inc. (15),1,False,,Financial Services,Wealth management and advisory firm,4,"First lien senior secured loan, Common stock",2649.6,0.8,2405.0,2649.6,2649600000.0,800000.0,2405000000.0,True,True
Ares Capital Corporation,1287750,"Wellness AcquisitionCo, Inc.",1,False,,Business Services,"Provider of retail consumer insights and analytics for manufacturers and retailers in the natural, organic and specialty products industry",3,First lien senior secured loan,3.6,1.8,3.6,3.6,3600000.0,1800000.0,3600000.0,True,True
Ares Capital Corporation,1287750,"WorkWave Intermediate II, LLC",1,False,,Software/Technology,Provider of cloud-based field services and fleet management solutions,5,"First lien senior secured revolving loan, First lien senior secured loan",159.6,79.8,159.6,159.6,159600000.0,79800000.0,159600000.0,True,True
Ares Capital Corporation,1287750,"XIFIN, Inc. and ACP Charger Co-Invest LLC",1,False,,Hospitality,Revenue cycle management provider to labs,5,"First lien senior secured revolving loan, First lien senior secured loan, Class A units, Class B units",42.3,42.8,45.3,42.3,42300000.0,42800000.0,45300000.0,True,True
Ares Capital Corporation,1287750,"ZenDesk, Inc., Zoro TopCo, Inc. and Zoro TopCo, LP",1,False,,Software/Technology,Provider of cloud-based customer support solutions,4,"First lien senior secured loan, Series A preferred stock, Class A common units",162.6,43.4,162.8,162.6,162600000.0,43400000.0,162800000.0,True,True
Ares Capital Corporation,1287750,"ZocDoc, Inc.",1,False,,Healthcare Services,Healthcare marketplace connecting patients and providers,2,First lien senior secured loan,6618.7,74.1,6633.7,6618.7,6618700000.0,74100000.0,6633700000.0,True,True
Ares Capital Corporation,1287750,eCapital Finance Corp.,1,False,,Other,Consolidator of commercial finance businesses,6,Senior subordinated loan,195.9,195.9,192.2,195.9,195900000.0,195900000.0,192200000.0,True,False
Ares Capital Corporation,1287750,"eResearch Technology, Inc. and Astorg VII Co-Invest ERT",1,False,,Software/Technology,"Provider of mission-critical, software-enabled clinical research solutions",5,"First lien senior secured loan, Second lien senior secured loan, Limited partnership interest",131.4,58.8,124.4,131.4,131400000.0,58800000.0,124400000.0,True,True
FS KKR Capital Corp,1422183,3Pillar Global Inc,1,False,,Unknown,,2,,129.5,131.6,130.9,129.5,129500000.0,131600000.0,130900000.0,False,False
FS KKR Capital Corp,1422183,48Forty Solutions LLC,1,False,,Unknown,,3,,181.6,191.5,190.3,181.6,181600000.0,191500000.0,190300000.0,False,False
FS KKR Capital Corp,1422183,5 Arch Income Fund 2 LLC,1,False,,Unknown,,1,,19.5,84.2,61.7,19.5,19500000.0,84200000.0,61700000.0,False,False
FS KKR Capital Corp,1422183,"801 5th Ave, Seattle, Private Equity",1,False,,Unknown,,1,,6.3,0.0,0.0,6.3,6300000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,"801 5th Ave, Seattle, Structure Mezzanine",1,False,,Unknown,,1,,58.9,0.0,0.0,58.9,58900000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,ATX Networks Corp,1,False,,Unknown,,9,,331.8,254.0,255.3,331.8,331800000.0,254000000.0,255300000.0,False,False
FS KKR Capital Corp,1422183,"ATX Networks Corp, Class B-1 Common Stock",1,False,,Unknown,,1,,2.5,0.0,0.0,2.5,2500000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,"ATX Networks Corp, Class B-2 Common Stock",1,False,,Unknown,,1,,0.8,0.0,0.0,0.8,800000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,"ATX Networks Corp, Common Stock",1,False,,Unknown,,1,,25.9,0.0,0.0,25.9,25900000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,Aareon AG,1,False,,Unknown,,1,,38.7,0.0,38.2,38.7,38700000.0,0.0,38200000.0,False,False
FS KKR Capital Corp,1422183,Accuride Corp,1,False,,Unknown,,1,,6.2,0.0,7.5,6.2,6200000.0,0.0,7500000.0,False,False
FS KKR Capital Corp,1422183,Advanced Dermatology & Cosmetic Surgery,1,False,,Unknown,,3,,48.7,49.5,48.1,48.7,48700000.0,49500000.0,48100000.0,False,False
FS KKR Capital Corp,1422183,Advania Sverige AB,1,False,,Unknown,,2,,101.2,0.0,116.9,101.2,101200000.0,0.0,116900000.0,False,False
FS KKR Capital Corp,1422183,Affordable Care Inc,1,False,,Unknown,,5,,69.1,67.9,69.7,69.1,69100000.0,67900000.0,69700000.0,False,False
FS KKR Capital Corp,1422183,"Affordable Care Inc, Preferred Stock",1,False,,Unknown,,2,,99.9,0.0,0.0,99.9,99900000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,Alacrity Solutions Group LLC,1,False,,Unknown,,3,,22.5,22.6,22.4,22.5,22500000.0,22600000.0,22400000.0,False,False
FS KKR Capital Corp,1422183,Alera Group Intermediate Holdings Inc,1,False,,Unknown,,2,,38.9,39.0,38.9,38.9,38900000.0,39000000.0,38900000.0,False,False
FS KKR Capital Corp,1422183,Alpha Financial Markets Consulting PLC,1,False,,Unknown,,1,,5.8,4.5,5.8,5.8,5800000.0,4500000.0,5800000.0,False,False
FS KKR Capital Corp,1422183,"Altavair AirFinance, Private Equity",1,False,,Unknown,,1,,133.9,0.0,0.0,133.9,133900000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,American Vision Partners,1,False,,Unknown,,6,,193.2,192.5,196.8,193.2,193200000.0,192500000.0,196800000.0,False,False
FS KKR Capital Corp,1422183,Amerivet Partners Management Inc,1,False,,Unknown,,4,,152.1,152.7,152.2,152.1,152100000.0,152700000.0,152200000.0,False,False
FS KKR Capital Corp,1422183,Angelica Corp,1,False,,Unknown,,1,,0.7,0.0,2.7,0.7,700000.0,0.0,2700000.0,False,False
