adsh	cik	name	form	filed	period	ddate	tag	version	label	segments	value	indexurl
0001140361-25-043334	1902649	BLACKROCK PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	EntityIncorporationStateCountryCode	dei/2025	Entity Incorporation, State or Country Code		DE	https://www.sec.gov/Archives/edgar/data/1902649/000114036125043334/0001140361-25-043334/-index.htm
0001140361-25-043334	1902649	BLACKROCK PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	EntityRegistrantName	dei/2025	Entity Registrant Name		BLACKROCK PRIVATE CREDIT FUND	https://www.sec.gov/Archives/edgar/data/1902649/000114036125043334/0001140361-25-043334/-index.htm
0001140361-25-043334	1902649	BLACKROCK PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	EntityTaxIdentificationNumber	dei/2025	Entity Tax Identification Number		87-4655020	https://www.sec.gov/Archives/edgar/data/1902649/000114036125043334/0001140361-25-043334/-index.htm
0001140361-25-043334	1902649	BLACKROCK PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	LocalPhoneNumber	dei/2025	Local Phone Number		810-5800	https://www.sec.gov/Archives/edgar/data/1902649/000114036125043334/0001140361-25-043334/-index.htm
0001140361-25-043334	1902649	BLACKROCK PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	PreCommencementIssuerTenderOffer	dei/2025	Pre-commencement Issuer Tender Offer		false	https://www.sec.gov/Archives/edgar/data/1902649/000114036125043334/0001140361-25-043334/-index.htm
0001140361-25-043334	1902649	BLACKROCK PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	PreCommencementTenderOffer	dei/2025	Pre-commencement Tender Offer		false	https://www.sec.gov/Archives/edgar/data/1902649/000114036125043334/0001140361-25-043334/-index.htm
0001140361-25-043334	1902649	BLACKROCK PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	SolicitingMaterial	dei/2025	Soliciting Material		false	https://www.sec.gov/Archives/edgar/data/1902649/000114036125043334/0001140361-25-043334/-index.htm
0001140361-25-043334	1902649	BLACKROCK PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	WrittenCommunications	dei/2025	Written Communications		false	https://www.sec.gov/Archives/edgar/data/1902649/000114036125043334/0001140361-25-043334/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	AmendmentFlag	dei/2025	Amendment Flag		false	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	CityAreaCode	dei/2025	City Area Code		212	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	DocumentPeriodEndDate	dei/2025	Document Period End Date		2025-11-25	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	DocumentType	dei/2025	Document Type		8-K	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	EntityAddressAddressLine1	dei/2025	Entity Address, Address Line One		1 Vanderbilt Avenue, 16th Floor	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	EntityAddressCityOrTown	dei/2025	Entity Address, City or Town		New York	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	EntityAddressPostalZipCode	dei/2025	Entity Address, Postal Zip Code		10017	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	EntityAddressStateOrProvince	dei/2025	Entity Address, State or Province		NY	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	EntityCentralIndexKey	dei/2025	Entity Central Index Key		0001901164	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	EntityEmergingGrowthCompany	dei/2025	Entity Emerging Growth Company		true	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	EntityExTransitionPeriod	dei/2025	Elected Not To Use the Extended Transition Period		false	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	EntityFileNumber	dei/2025	Entity File Number		814-01561	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	EntityIncorporationStateCountryCode	dei/2025	Entity Incorporation, State or Country Code		DE	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	EntityRegistrantName	dei/2025	Entity Registrant Name		T. Rowe Price OHA Select Private Credit Fund	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	EntityTaxIdentificationNumber	dei/2025	Entity Tax Identification Number		88-6521578	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	LocalPhoneNumber	dei/2025	Local Phone Number		326-1500	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	PreCommencementIssuerTenderOffer	dei/2025	Pre-commencement Issuer Tender Offer		false	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	PreCommencementTenderOffer	dei/2025	Pre-commencement Tender Offer		false	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	SolicitingMaterial	dei/2025	Soliciting Material		false	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001140361-25-043362	1901164	T. ROWE PRICE OHA SELECT PRIVATE CREDIT FUND	8-K	20251125	20251130	20251130	WrittenCommunications	dei/2025	Written Communications		false	https://www.sec.gov/Archives/edgar/data/1901164/000114036125043362/0001140361-25-043362/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	AmendmentFlag	dei/2025	Amendment Flag		false	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	CityAreaCode	dei/2025	City Area Code		786	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	DocumentPeriodEndDate	dei/2025	Document Period End Date		2025-11-04	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	DocumentType	dei/2025	Document Type		8-K	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	EntityAddressAddressLine1	dei/2025	Entity Address, Address Line One		1691 Michigan Avenue	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	EntityAddressCityOrTown	dei/2025	Entity Address, City or Town		Miami Beach	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	EntityAddressPostalZipCode	dei/2025	Entity Address, Postal Zip Code		33139	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	EntityAddressStateOrProvince	dei/2025	Entity Address, State or Province		FL	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	EntityCentralIndexKey	dei/2025	Entity Central Index Key		0001504619	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	EntityEmergingGrowthCompany	dei/2025	Entity Emerging Growth Company		false	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	EntityFileNumber	dei/2025	Entity File Number		814-00891	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	EntityIncorporationStateCountryCode	dei/2025	Entity Incorporation, State or Country Code		MD	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	EntityRegistrantName	dei/2025	Entity Registrant Name		PennantPark Floating Rate Capital Ltd.	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	EntityTaxIdentificationNumber	dei/2025	Entity Tax Identification Number		27-3794690	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	LocalPhoneNumber	dei/2025	Local Phone Number		297-9500	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	PreCommencementIssuerTenderOffer	dei/2025	Pre-commencement Issuer Tender Offer		false	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	PreCommencementTenderOffer	dei/2025	Pre-commencement Tender Offer		false	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	Security12bTitle	dei/2025	Title of 12(b) Security		Common Stock, par value $0.001 per share	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	SecurityExchangeName	dei/2025	Security Exchange Name		NYSE	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	SolicitingMaterial	dei/2025	Soliciting Material		false	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	TradingSymbol	dei/2025	Trading Symbol		PFLT	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006974	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	8-K	20251104	20251031	20251031	WrittenCommunications	dei/2025	Written Communications		false	https://www.sec.gov/Archives/edgar/data/1504619/000117184325006974/0001171843-25-006974/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	AmendmentFlag	dei/2025	Amendment Flag		false	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	CityAreaCode	dei/2025	City Area Code		786	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	DocumentPeriodEndDate	dei/2025	Document Period End Date		2025-11-04	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	DocumentType	dei/2025	Document Type		8-K	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	EntityAddressAddressLine1	dei/2025	Entity Address, Address Line One		1691 Michigan Avenue	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	EntityAddressCityOrTown	dei/2025	Entity Address, City or Town		Miami Beach	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	EntityAddressPostalZipCode	dei/2025	Entity Address, Postal Zip Code		33139	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	EntityAddressStateOrProvince	dei/2025	Entity Address, State or Province		FL	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	EntityCentralIndexKey	dei/2025	Entity Central Index Key		0001383414	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	EntityEmergingGrowthCompany	dei/2025	Entity Emerging Growth Company		false	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	EntityFileNumber	dei/2025	Entity File Number		814-00736	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	EntityIncorporationStateCountryCode	dei/2025	Entity Incorporation, State or Country Code		MD	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	EntityRegistrantName	dei/2025	Entity Registrant Name		PennantPark Investment Corporation	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	EntityTaxIdentificationNumber	dei/2025	Entity Tax Identification Number		20-8250744	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	LocalPhoneNumber	dei/2025	Local Phone Number		297-9500	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	PreCommencementIssuerTenderOffer	dei/2025	Pre-commencement Issuer Tender Offer		false	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	PreCommencementTenderOffer	dei/2025	Pre-commencement Tender Offer		false	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	Security12bTitle	dei/2025	Title of 12(b) Security		Common Stock, par value $0.001 per share	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	SecurityExchangeName	dei/2025	Security Exchange Name		NYSE	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	SolicitingMaterial	dei/2025	Soliciting Material		false	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	TradingSymbol	dei/2025	Trading Symbol		PNNT	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006975	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251104	20251031	20251031	WrittenCommunications	dei/2025	Written Communications		false	https://www.sec.gov/Archives/edgar/data/1383414/000117184325006975/0001171843-25-006975/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	AmendmentFlag	dei/2025	Amendment Flag		false	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	CityAreaCode	dei/2025	City Area Code		212	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	DocumentPeriodEndDate	dei/2025	Document Period End Date		2025-11-04	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	DocumentType	dei/2025	Document Type		8-K	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	EntityAddressAddressLine1	dei/2025	Entity Address, Address Line One		500 Park Avenue	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	EntityAddressCityOrTown	dei/2025	Entity Address, City or Town		New York	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	EntityAddressPostalZipCode	dei/2025	Entity Address, Postal Zip Code		10022	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	EntityAddressStateOrProvince	dei/2025	Entity Address, State or Province		NY	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	EntityCentralIndexKey	dei/2025	Entity Central Index Key		0001418076	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	EntityEmergingGrowthCompany	dei/2025	Entity Emerging Growth Company		false	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	EntityFileNumber	dei/2025	Entity File Number		814-00754	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	EntityIncorporationStateCountryCode	dei/2025	Entity Incorporation, State or Country Code		MD	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	EntityRegistrantName	dei/2025	Entity Registrant Name		SLR Investment Corp.	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	EntityTaxIdentificationNumber	dei/2025	Entity Tax Identification Number		26-1381340	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	LocalPhoneNumber	dei/2025	Local Phone Number		993-1670	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	PreCommencementIssuerTenderOffer	dei/2025	Pre-commencement Issuer Tender Offer		false	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	PreCommencementTenderOffer	dei/2025	Pre-commencement Tender Offer		false	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	Security12bTitle	dei/2025	Title of 12(b) Security		Common stock, par value $0.01 per share	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	SecurityExchangeName	dei/2025	Security Exchange Name		NASDAQ	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	SolicitingMaterial	dei/2025	Soliciting Material		false	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	TradingSymbol	dei/2025	Trading Symbol		SLRC	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-006978	1418076	SLR INVESTMENT CORP.	8-K	20251104	20251031	20251031	WrittenCommunications	dei/2025	Written Communications		false	https://www.sec.gov/Archives/edgar/data/1418076/000117184325006978/0001171843-25-006978/-index.htm
0001171843-25-007541	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251124	20251130	20251130	AmendmentFlag	dei/2025	Amendment Flag		false	https://www.sec.gov/Archives/edgar/data/1383414/000117184325007541/0001171843-25-007541/-index.htm
0001171843-25-007541	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251124	20251130	20251130	CityAreaCode	dei/2025	City Area Code		786	https://www.sec.gov/Archives/edgar/data/1383414/000117184325007541/0001171843-25-007541/-index.htm
0001171843-25-007541	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251124	20251130	20251130	DocumentPeriodEndDate	dei/2025	Document Period End Date		2025-11-24	https://www.sec.gov/Archives/edgar/data/1383414/000117184325007541/0001171843-25-007541/-index.htm
0001171843-25-007541	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251124	20251130	20251130	DocumentType	dei/2025	Document Type		8-K	https://www.sec.gov/Archives/edgar/data/1383414/000117184325007541/0001171843-25-007541/-index.htm
0001171843-25-007541	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251124	20251130	20251130	EntityAddressAddressLine1	dei/2025	Entity Address, Address Line One		1691 Michigan Avenue	https://www.sec.gov/Archives/edgar/data/1383414/000117184325007541/0001171843-25-007541/-index.htm
0001171843-25-007541	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251124	20251130	20251130	EntityAddressCityOrTown	dei/2025	Entity Address, City or Town		Miami Beach	https://www.sec.gov/Archives/edgar/data/1383414/000117184325007541/0001171843-25-007541/-index.htm
0001171843-25-007541	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251124	20251130	20251130	EntityAddressPostalZipCode	dei/2025	Entity Address, Postal Zip Code		33139	https://www.sec.gov/Archives/edgar/data/1383414/000117184325007541/0001171843-25-007541/-index.htm
0001171843-25-007541	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251124	20251130	20251130	EntityAddressStateOrProvince	dei/2025	Entity Address, State or Province		FL	https://www.sec.gov/Archives/edgar/data/1383414/000117184325007541/0001171843-25-007541/-index.htm
0001171843-25-007541	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251124	20251130	20251130	EntityCentralIndexKey	dei/2025	Entity Central Index Key		0001383414	https://www.sec.gov/Archives/edgar/data/1383414/000117184325007541/0001171843-25-007541/-index.htm
0001171843-25-007541	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251124	20251130	20251130	EntityEmergingGrowthCompany	dei/2025	Entity Emerging Growth Company		false	https://www.sec.gov/Archives/edgar/data/1383414/000117184325007541/0001171843-25-007541/-index.htm
0001171843-25-007541	1383414	PENNANTPARK INVESTMENT CORP	8-K	20251124	20251130	20251130	EntityFileNumber	dei/2025	Entity File Number		814-00736	https://www.sec.gov/Archives/edgar/data/1383414/000117184325007541/0001171843-25-007541/-index.htm
